LnElectricity,LnWater,LnGas,Constant,LnPriceElect,LnPriceWater,LnPriceGas,IndSocio1,IndSocio2,Altitude,Nrooms,HouseholdMem,Lnincome,Constant,LnPriceWater,LnPriceElect,LnPriceGas,IndSocio1,IndSocio2,Nrooms,HouseholdMem,Constant,LnPriceWater,LnPriceElect,LnPriceGas,IndSocio1,IndSocio2,Altitude,Nrooms,HouseholdMem
5.257495372,3.17805383,2.546315278,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,4,4,7.8002257,1,-0.22760549,-1.8612965,-0.73570436,1,0,4,4,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,4,4
4.990432587,3.17805383,2.880321422,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,4,3,8.6157751,1,-0.22760549,-1.8612965,-0.73570436,1,0,4,3,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,4,3
4.770684624,3.258096538,2.762538386,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,3,1,9.0091858,1,-0.22760549,-1.8612965,-0.73570436,1,0,3,1,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,3,1
4.143134726,2.197224577,2.377692565,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,4,3,7.7154846,1,-0.22760549,-1.8612965,-0.73570436,1,0,4,3,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,4,3
5.866468057,3.36729583,2.880321422,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,3,3,6.844089,1,-0.22760549,-1.8612965,-0.73570436,1,0,3,3,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,3,3
5.017279837,2.890371758,3.0708397,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,5,2,6.9887147,1,-0.22760549,-1.8612965,-0.73570436,1,0,5,2,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,5,2
5.616771098,2.302585093,2.951780334,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,2,2,7.2287431,1,-0.22760549,-1.8612965,-0.73570436,1,0,2,2,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,2,2
5.225746674,2.772588722,3.573468575,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,5,8,6.950376,1,-0.22760549,-1.8612965,-0.73570436,1,0,5,8,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,5,8
4.49980967,2.48490665,3.100992739,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,4,2,6.8946843,1,-0.22760549,-1.8612965,-0.73570436,1,0,4,2,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,4,2
5.749392986,3.610917913,4.038831817,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,4,6,6.1427784,1,-0.22760549,-1.8612965,-0.73570436,1,0,4,6,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,4,6
5.92157842,2.63905733,2.951780334,1,-1.8612965,-0.22760549,-0.73570436,1,0,1,5,4,7.7200093,1,-0.22760549,-1.8612965,-0.73570436,1,0,5,4,1,-0.22760549,-1.8612965,-0.73570436,1,0,1,5,4
5.786897381,2.944438979,2.660259537,1,-1.7544729,-0.90201777,-0.29825708,1,0,0,3,4,7.7543998,1,-0.90201777,-1.7544729,-0.29825708,1,0,3,4,1,-0.90201777,-1.7544729,-0.29825708,1,0,0,3,4
5.758901774,3.465735903,2.803360381,1,-1.7544729,-0.90201777,-0.29825708,1,0,0,5,2,8.280592,1,-0.90201777,-1.7544729,-0.29825708,1,0,5,2,1,-0.90201777,-1.7544729,-0.29825708,1,0,0,5,2
5.170483995,3.465735903,2.803360381,1,-1.7544729,-0.90201777,-0.29825708,1,0,0,4,1,7.2522607,1,-0.90201777,-1.7544729,-0.29825708,1,0,4,1,1,-0.90201777,-1.7544729,-0.29825708,1,0,0,4,1
3.295836866,3.931825633,3.828206519,1,-1.8040836,-0.37719712,-0.51336354,1,0,1,5,3,8.0941381,1,-0.37719712,-1.8040836,-0.51336354,1,0,5,3,1,-0.37719712,-1.8040836,-0.51336354,1,0,1,5,3
5.117993812,3.17805383,3.573468575,1,-1.8040836,-0.37719712,-0.51336354,1,0,1,4,3,7.6501465,1,-0.37719712,-1.8040836,-0.51336354,1,0,4,3,1,-0.37719712,-1.8040836,-0.51336354,1,0,1,4,3
4.532599493,3.850147602,3.706228117,1,-1.8040836,-0.37719712,-0.51336354,1,0,1,4,4,6.8828926,1,-0.37719712,-1.8040836,-0.51336354,1,0,4,4,1,-0.37719712,-1.8040836,-0.51336354,1,0,1,4,4
4.787491743,3.218875825,2.734367509,1,-1.8040836,-0.37719712,-0.51336354,1,0,1,4,1,7.3790121,1,-0.37719712,-1.8040836,-0.51336354,1,0,4,1,1,-0.37719712,-1.8040836,-0.51336354,1,0,1,4,1
5.036952602,3.583518938,3.248046202,1,-1.621762,0.02826805,-0.33941025,0,1,1,5,3,7.0557852,1,0.02826805,-1.621762,-0.33941025,0,1,5,3,1,0.02826805,-1.621762,-0.33941025,0,1,1,5,3
5.497168225,3.33220451,2.829677748,1,-1.621762,0.02826805,-0.33941025,0,1,1,4,2,7.0157723,1,0.02826805,-1.621762,-0.33941025,0,1,4,2,1,0.02826805,-1.621762,-0.33941025,0,1,1,4,2
4.709530201,3.044522438,2.314513664,1,-1.8040836,-0.37719712,-0.51336354,1,0,1,4,3,8.3669586,1,-0.37719712,-1.8040836,-0.51336354,1,0,4,3,1,-0.37719712,-1.8040836,-0.51336354,1,0,1,4,3
4.753590191,3.713572067,2.546315278,1,-1.621762,0.02826805,-0.33941025,0,1,1,4,1,6.222137,1,0.02826805,-1.621762,-0.33941025,0,1,4,1,1,0.02826805,-1.621762,-0.33941025,0,1,1,4,1
5.062595033,3.761200116,3.753730426,1,-1.621762,0.02826805,-0.33941025,0,1,1,5,4,7.9595475,1,0.02826805,-1.621762,-0.33941025,0,1,5,4,1,0.02826805,-1.621762,-0.33941025,0,1,1,5,4
5.135798437,3.761200116,3.941193383,1,-1.621762,0.02826805,-0.33941025,0,1,1,6,1,8.2780113,1,0.02826805,-1.621762,-0.33941025,0,1,6,1,1,0.02826805,-1.621762,-0.33941025,0,1,1,6,1
5.262690189,3.496507561,3.158701144,1,-1.621762,0.02826805,-0.33941025,0,1,1,3,3,7.397881,1,0.02826805,-1.621762,-0.33941025,0,1,3,3,1,0.02826805,-1.621762,-0.33941025,0,1,1,3,3
5.135798437,3.988984047,3.748562433,1,-1.621762,0.02826805,-0.33941025,0,1,1,4,4,7.4315748,1,0.02826805,-1.621762,-0.33941025,0,1,4,4,1,0.02826805,-1.621762,-0.33941025,0,1,1,4,4
4.762173935,3.044522438,3.060583246,1,-1.8040836,-0.37719712,-0.51336354,1,0,1,4,2,6.5764132,1,-0.37719712,-1.8040836,-0.51336354,1,0,4,2,1,-0.37719712,-1.8040836,-0.51336354,1,0,1,4,2
5.446737372,3.828641396,3.398527153,1,-1.621762,0.02826805,-0.33941025,0,1,1,4,2,7.8657403,1,0.02826805,-1.621762,-0.33941025,0,1,4,2,1,0.02826805,-1.621762,-0.33941025,0,1,1,4,2
4.584967479,3.663561646,2.096790217,1,-1.621762,0.02826805,-0.33941025,0,1,1,2,2,8.2056904,1,0.02826805,-1.621762,-0.33941025,0,1,2,2,1,0.02826805,-1.621762,-0.33941025,0,1,1,2,2
4.663439094,2.833213344,2.748552144,1,-1.8040836,-0.37719712,-0.51336354,1,0,1,4,2,6.9802451,1,-0.37719712,-1.8040836,-0.51336354,1,0,4,2,1,-0.37719712,-1.8040836,-0.51336354,1,0,1,4,2
5.480638923,3.091042453,2.247072383,1,-1.8021207,-0.33370528,-0.43155354,1,0,0,5,4,5.4976406,1,-0.33370528,-1.8021207,-0.43155354,1,0,5,4,1,-0.33370528,-1.8021207,-0.43155354,1,0,0,5,4
5.370638028,2.944438979,2.816605548,1,-1.6197991,0.14252883,-0.24923204,0,0,0,3,3,6.5536933,1,0.14252883,-1.6197991,-0.24923204,0,0,3,3,1,0.14252883,-1.6197991,-0.24923204,0,0,0,3,3
5.375278408,2.944438979,3.0708397,1,-1.6197991,0.078404345,-0.24923204,0,1,0,4,5,8.3728514,1,0.078404345,-1.6197991,-0.24923204,0,1,4,5,1,0.078404345,-1.6197991,-0.24923204,0,1,0,4,5
5.375278408,2.833213344,2.456164181,1,-1.6197991,0.078404345,-0.24923204,0,1,0,4,2,7.8028264,1,0.078404345,-1.6197991,-0.24923204,0,1,4,2,1,0.078404345,-1.6197991,-0.24923204,0,1,0,4,2
5.187385806,2.833213344,2.748552144,1,-1.6197991,0.14252883,-0.24923204,0,0,0,5,4,7.0004439,1,0.14252883,-1.6197991,-0.24923204,0,0,5,4,1,0.14252883,-1.6197991,-0.24923204,0,0,0,5,4
6.068425588,2.944438979,2.867898902,1,-1.6197991,0.14252883,-0.24923204,0,0,0,4,1,7.8002257,1,0.14252883,-1.6197991,-0.24923204,0,0,4,1,1,0.14252883,-1.6197991,-0.24923204,0,0,0,4,1
5.934894196,2.772588722,2.528923535,1,-1.6197991,0.14252883,-0.24923204,0,0,0,3,2,6.2032104,1,0.14252883,-1.6197991,-0.24923204,0,0,3,2,1,0.14252883,-1.6197991,-0.24923204,0,0,0,3,2
4.983606622,2.63905733,2.357073278,1,-1.6197991,0.14252883,-0.24923204,0,0,0,2,1,8.2056904,1,0.14252883,-1.6197991,-0.24923204,0,0,2,1,1,0.14252883,-1.6197991,-0.24923204,0,0,0,2,1
5.442417711,1.609437912,2.613006652,1,-1.6197991,0.078404345,-0.24923204,0,1,0,5,2,7.3884912,1,0.078404345,-1.6197991,-0.24923204,0,1,5,2,1,0.078404345,-1.6197991,-0.24923204,0,1,0,5,2
5.65248918,1.791759469,3.71698086,1,-1.5459858,-0.2205196,-0.11577111,0,1,1,5,4,8.3326902,1,-0.2205196,-1.5459858,-0.11577111,0,1,5,4,1,-0.2205196,-1.5459858,-0.11577111,0,1,1,5,4
