y,x1en,x2en,cte,xex,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20
4.8919897,1.910031265,-0.888454977,1,0.467456932,0.450044182,-2.797192239,1.181778601,0.927144518,0.07164687,0.036626289,1.377751087,-1.046242608,-0.988161224,-0.609298825,1.657211348,0.202772365,0.299571157,-0.111953176,-0.647311894,1.308816042,-0.300279519,0.946506606
-0.007406805,1.457847863,0.215681868,1,-1.652942389,-2.023272112,-0.04621704,-0.345363161,-2.506399497,0.033711053,-1.205035263,0.987010818,0.890198075,-1.404926787,-1.436890989,0.265010228,0.682702138,0.685514734,0.451296582,-1.583891426,0.608447988,0.216180809,0.766163261
2.175580092,1.40389967,0.263639909,1,0.179816436,-0.535141623,-0.579354585,2.409103237,-0.682619317,0.168021419,-0.870168659,-1.418387412,-0.472479083,0.329843725,0.179956261,-0.239403215,-2.782774015,0.496707524,0.713256923,1.327294519,0.24463209,-0.82251738,1.07608518
6.87911298,4.333341186,-1.360363459,1,1.244034288,-0.665212456,-0.395411849,0.683430078,0.891210046,0.404525446,0.541736915,-0.093972742,0.181563899,0.498798372,-0.063452775,1.880136356,0.50836634,-1.558415886,0.510858398,-0.203393847,-0.167156329,0.366582631,-0.79019196
5.262591756,4.572414144,-2.849414993,1,-1.039600577,0.829520775,-1.426186097,-0.216182458,0.397985611,0.125413463,-0.825736638,-0.332196462,0.740795607,-0.796340544,-0.908646944,1.336158123,2.757940368,1.068282632,0.468176027,0.83579302,-0.273686313,-2.072983381,-0.210858871
1.567068981,1.223031905,0.89950287,1,0.142514988,0.264609719,-0.630119619,-0.821113157,-0.935884187,-1.169793053,-0.988097711,-0.014853642,-0.480878874,-0.098892823,0.26885127,-1.585174706,-1.04143322,0.416786284,-0.288938146,-0.191065482,-1.158046738,0.023609136,0.974773063
3.183761403,2.839574255,-0.7882569,1,-0.187590511,0.940797685,1.190509092,0.162645021,0.091442601,0.134258791,-1.336257506,-1.04516263,-0.332526194,0.967020901,1.011248211,-0.36441137,-1.362411167,0.860274713,-0.335864678,-0.207288675,1.710660768,-0.03184802,-0.371028458
4.225385381,2.892915563,1.026444193,1,0.718109363,-1.963666517,1.240065993,-0.52512159,-0.860332007,0.034932519,-0.619191825,0.127679331,0.353904937,-0.31985958,-0.237051789,0.51998354,1.58231701,1.420056012,-0.570605992,-0.365176942,-0.858115006,1.935303365,0.14341984
0.003032858,1.36274563,-1.341180514,1,-2.462191703,0.376686483,-0.160803765,-0.090632527,0.301895674,-1.29614002,-0.948286979,-0.067304113,-0.758160207,0.45450578,-1.917682665,-1.127901712,-0.299515495,1.12759248,-0.35831762,0.504694127,-1.181480413,1.529999458,1.32652897
0.985082194,1.306676128,-0.28887667,1,-1.447608489,1.157431719,-0.671604325,0.931264758,-0.150947849,1.219312077,-1.027997234,-1.973148834,-1.373170272,1.318480904,0.819586743,-0.084945083,0.349802776,-0.064127974,0.38623463,0.167294609,1.283558051,-0.19940693,-1.5229206
1.343745342,2.427859357,1.535283122,1,-0.869924225,0.584413908,0.7146907,0.268337497,0.350019755,-0.682265237,-1.900781503,-0.776136465,1.447996843,0.469854243,0.124122934,-1.89618096,-0.030868903,-0.592692077,0.993684599,0.644265651,-0.879126154,0.937447833,-0.296817124
0.530483563,0.146005022,-0.914820682,1,-0.568063382,0.734711291,-0.475605775,-1.20311576,-0.016883964,-0.783233478,0.315570721,-0.629836728,-0.629164193,-1.864207902,-1.558938766,0.051476463,-1.559660517,-1.261918879,1.177622515,0.728551905,-0.646266473,-0.513195442,-1.316003353
0.044660633,-1.341745348,0.670444344,1,1.152608221,0.459743629,-0.485741045,0.538097322,-2.094966868,1.119899022,-0.91709718,-0.536585652,0.716240019,-0.350127204,-0.723500094,-0.109380408,-0.714082919,-0.475897977,0.127039863,-2.521983243,-0.978740523,-0.691939509,0.098445239
6.374648025,3.959395309,-2.752395158,1,-0.012123035,1.207713423,-0.219067498,1.40407157,-1.993663607,-1.804912871,0.587334138,1.517587203,-2.673324243,-0.581113403,0.986840784,-0.685715046,-0.403117684,0.314915965,-0.087638872,0.237705255,-0.768572677,-0.217210138,0.426452478
2.848209726,1.934809476,0.338221213,1,0.252219576,-2.162166476,-0.305412184,-0.397765343,-0.457836962,-0.611528267,2.042286829,-1.342355623,0.118933223,0.206369845,-0.099297049,0.338863154,-1.848471499,-0.727504407,0.717458906,-0.317184839,1.144312232,1.012771621,0.796788615
1.756107175,1.686253765,1.255327509,1,0.19823812,-1.144864652,0.164265404,0.325865023,1.234691548,-1.027149204,-0.843318376,-0.866311212,-0.940749976,-0.357533072,-0.493941161,-0.071437886,-0.80475439,-0.26541563,0.906604997,0.003518834,0.025098588,-1.525601557,0.324784177
0.215527457,-0.499077077,-0.29484107,1,-0.62634125,0.502934143,-0.904166208,-0.440438714,1.250266606,-0.022243144,0.492892616,0.47226776,-0.021064454,1.516367046,1.644727967,-0.511080004,0.335966816,0.878421894,-0.940683791,-1.868235057,1.477757258,-0.01559337,0.346649675
7.825414603,5.795467407,-0.982204071,1,0.650855312,0.261480959,-0.253314302,-0.201838049,-1.146156431,0.993821708,1.406926944,-1.160027178,-1.580911848,-0.483607891,-1.037444557,0.137070716,0.30094677,1.199169231,1.092866477,-0.138026711,-1.221305759,-0.603356654,-0.621812272
1.888078444,1.152684084,-0.982456871,1,-0.862759629,1.268191095,-1.227349074,1.203256252,-0.562011045,-0.501365379,-1.303724013,-0.259458106,-0.520922449,-1.987282451,3.128123147,-0.487124255,1.079048763,-0.596416844,-1.668656115,0.413718045,0.652448218,-0.784162047,0.630070804
0.5944113,1.511782259,0.951696171,1,-1.916693219,-1.330868735,0.703305573,-0.00664307,-1.243561528,-0.008137185,-2.148079937,-0.9754171,-0.637664498,0.207572596,-0.40198041,-1.233354097,0.592299548,-1.778149342,0.137878099,-0.773414504,0.428210043,0.188900119,-1.140063887
6.185812867,4.054343223,-2.176157805,1,-0.13875183,-1.239215869,-0.804425871,-0.824646586,-0.008334,0.232958675,-1.138931158,0.054977671,-0.602326917,-0.962288859,-2.305701573,0.907033318,-0.39526927,0.107936702,-0.433374012,1.370139795,-0.69822108,-1.141079568,0.144984925
-0.867179759,0.728014829,2.750607429,1,-0.980431205,0.111536103,0.169053173,0.312119075,-0.820364924,-0.469501008,-1.518637028,-0.153089657,-0.116324285,-0.367954437,-1.944522287,-0.330711203,-1.092568301,0.019854706,-1.853181231,0.477016736,-1.043038076,1.655203718,-0.254181577
0.040718746,1.534648271,0.843984668,1,-1.543270614,-1.282123698,-1.565931673,-1.858539675,-0.884635631,1.853203965,0.599081531,-0.208702421,-0.592497593,-0.565628752,1.971056502,-1.13408017,0.375167954,-1.365766298,-1.063141392,-1.258424111,-0.107224296,-0.78402049,0.351800531
2.353938051,0.222700523,0.457018912,1,1.061628531,0.883699738,0.286096531,-0.342290799,0.756254525,-0.972468906,-0.263376935,1.288359238,0.61988402,1.293382304,1.716383023,-2.711277496,1.18574355,-0.049013673,-0.180324676,0.243119466,0.803436043,0.314204744,0.331436087
4.363589714,1.936880023,-1.052328145,1,1.020495471,-1.146394361,0.512306635,1.094933895,-0.129162574,0.146861717,-2.77090234,-0.051526863,-0.358400697,-0.326821519,0.862952159,-2.369670536,1.256678807,0.241098923,-0.924658517,0.487562137,-0.026693645,-0.953093089,0.167854858
2.3013228,1.799292054,1.051617252,1,0.081620613,-0.744279055,-0.244497375,2.03266338,-0.178153594,-1.36970091,-0.487945352,-0.498611579,2.070439159,-0.465908745,-0.160601671,0.769184296,-1.941744043,-0.229938457,0.554482088,0.534458931,-0.353244192,-0.403616291,-0.159975199
2.786905536,1.870649187,0.524283329,1,0.268440918,0.506593694,-0.742975429,-1.838427819,-0.160670495,1.845371622,1.364250621,-0.49184229,0.333898592,-0.466506054,-0.254820727,-0.403011408,0.614672255,-0.529317441,-0.301249785,1.851432876,-0.181561425,0.881330343,-0.415104361
8.371210253,6.476424996,-3.146794053,1,-0.167967182,0.781132273,-0.798753065,0.12476142,1.136503934,2.091210303,0.235764707,-0.343399112,-0.096885407,-1.049068754,-0.352090027,0.991205754,0.049288137,-1.354298948,-0.804614913,0.034019629,0.318763891,-0.405529354,-0.617153159
4.433222215,4.098016935,-1.784155108,1,-0.724696064,0.863745784,-1.051095491,1.063251526,0.943768075,0.664309823,1.19554377,-0.863450222,0.188411052,0.632079124,0.430773075,0.603952751,0.991401046,-0.836112309,-0.959507525,-1.654423211,-1.139722366,0.784146932,-0.073611567
1.556686622,2.738304912,-1.434961967,1,-1.688053158,0.080575164,0.043011451,-0.058298025,0.056528423,0.248936748,-1.09034272,-0.424007028,-1.251034939,-1.03815317,-0.971749808,-1.354527855,-1.004760833,0.171639317,0.306317473,1.46089302,0.704758774,0.639009848,1.76753412
1.920862226,1.245419465,0.624389827,1,0.405475793,-0.547131884,-0.076818431,0.568392762,-1.142803844,-0.633343753,1.382803322,-0.508563427,-0.186820855,0.178006246,2.352892306,-2.219070032,-1.132059698,0.901293495,0.066239866,0.769762464,-1.058541114,2.577545741,-1.772072192
5.958447787,2.42836126,-1.567546359,1,0.837214342,-0.840942591,-0.283454698,1.143871418,-1.864362521,0.972451353,-1.259451332,0.38348821,-0.645080879,0.260252322,-1.320704631,-0.785923028,-0.63130489,0.227352855,-1.631749841,-1.069692785,0.805637369,-0.350411697,0.557577313
5.397067664,4.489477995,-0.564647829,1,-0.794166619,-1.451981675,3.295621298,0.089071087,-1.108945559,2.22505411,-0.54727519,0.682446882,-1.139201528,0.385485456,1.301757674,0.224076767,0.974884044,0.346274519,0.946006742,-0.394756852,-0.442467025,0.695466413,0.043960621
4.598346962,4.137391804,-1.652635866,1,-0.143246229,0.370036556,0.601395454,0.626345894,-1.872702787,0.446141116,1.853205773,0.464314278,-0.399252534,-0.2691468,0.447786099,0.053688038,0.695074325,-0.903573802,-0.756609549,-0.757564886,-0.033086842,0.651507838,2.014814654
6.682341125,4.473281757,-1.846926618,1,0.952139561,-0.300835674,-0.771838543,-0.42574924,-1.334597818,-0.096317201,0.064287743,-0.733189661,-1.508910699,-0.631547146,0.177729965,-2.089547057,0.054055375,0.03491549,0.535021337,-0.216167455,0.093821749,0.887048105,0.764073094
3.311602161,2.043944888,-0.920188378,1,0.04881126,-0.209875798,-1.682294279,0.440585676,-0.50372262,-1.472776635,0.997372388,-0.265600556,-1.492169165,0.632330774,-1.485872402,-0.636368872,-0.654307123,-1.887125462,-0.655225069,0.394261828,-0.512488999,0.373003463,-1.454764247
2.301278541,1.650144397,-1.372899126,1,-1.486340039,1.016466836,-0.118912508,-1.109739809,0.233993404,1.275700071,0.541461033,1.257045258,-0.918540806,-1.148928768,-0.413809495,1.179119099,1.015155438,1.365841639,0.008297381,0.023200248,0.688727226,-0.896912484,0.169660634
2.500553743,3.064346219,-1.291611392,1,-1.16587167,1.199783428,-0.799970929,-0.214859539,-0.650458276,-0.206356017,-0.309347609,-0.416495535,-0.027581455,0.114316701,-1.345405182,-0.227506302,0.235215766,-1.226675285,0.108598946,-0.218164702,0.017920005,-1.725072501,0.382318714
3.974216088,1.44032017,-0.988426198,1,0.803641202,0.076996234,-0.291002443,1.780237426,-0.144764832,0.484140963,1.168865528,0.177928817,-0.171308371,1.379082332,-1.394743298,2.76839381,-0.092323484,-1.015085003,-0.475742623,-0.619841713,0.555153442,-0.693796823,-0.804412787
4.286319642,2.598348837,-2.210626258,1,0.37650846,0.594878678,0.805016244,-1.135525584,0.89572495,-0.148424088,-1.488023203,-1.090421103,-0.054524825,-0.451555876,-0.236204832,1.109837512,-1.973583746,-0.436148808,0.210776053,1.104794115,-0.673140387,0.608936415,-0.097662134
2.307268263,0.849235582,2.77550994,1,1.934737855,-1.265397643,-1.651760792,-0.954466738,-0.207983122,-0.22738191,0.291968468,-0.69577722,0.51161527,1.100790737,-0.622592964,0.221565339,-0.429520814,-0.903709794,1.432204881,-0.507190176,2.218285895,0.81328738,-0.839339591
1.200222662,1.182799518,0.744762261,1,-0.491770851,1.375613326,0.793967848,-0.728270977,0.618280758,-0.900822787,-0.479031645,0.383646593,-0.637150439,-0.453191688,-1.366146856,1.104821379,-0.400306548,-0.161306005,0.580874241,-0.358441988,-0.881107305,-0.288332224,0.746977288
6.174612992,4.427654015,0.124074974,1,0.719302567,-0.023298531,0.547194336,-0.599120969,2.291734758,1.052171122,0.421409544,0.861207122,0.458792757,-2.351366821,1.297536449,0.996871885,0.997791273,0.121280146,-0.618615349,-0.497373644,-0.367080467,0.639320642,-1.296096332
0.962493705,1.856682654,2.152906643,1,0.343776283,-1.672706706,1.160464861,-0.320019924,1.120744878,-0.5931042,-0.059806835,-0.620627422,2.108903325,-0.546012864,1.583819564,2.08118747,-1.462230269,-0.145893095,-0.285459246,-0.419377964,1.030027065,0.411180009,0.721499999
1.22683637,3.120164382,3.301562069,1,-0.647889141,0.329984671,-1.703377193,-2.03568206,0.27634413,-0.667404302,-0.080372874,0.010986554,-0.552634898,-1.310266422,1.135640954,0.235972302,-1.170022742,-0.573105014,-0.862594212,1.644317554,0.667608717,-0.833052873,2.299086846
0.531310931,0.739429992,-1.628268854,1,-0.974024778,-0.137342495,0.54348858,-0.597634022,-0.723335853,-0.833204263,1.818747801,0.883450126,0.659658577,-0.500679492,0.799494715,-0.506021571,-2.086454318,0.44441063,0.695344818,1.07878353,-1.348750251,-1.601378637,0.901206426
-1.548409589,-0.310531266,1.244529836,1,-0.719562266,1.327867349,-0.171264245,-0.881492949,-0.636882046,-0.666797982,0.616514274,-1.163514259,-0.393567954,-0.603004799,-0.839354548,-0.301410291,0.044065475,0.122361624,0.63099818,0.044382626,-0.720829564,-0.036562688,0.81492005
6.220518206,4.080852879,-0.401918233,1,0.873192954,-0.362268599,0.35375964,-2.407007121,0.492423443,-0.358196887,-1.611014689,-0.061016657,0.49365616,0.614780132,0.287747027,1.245558132,-0.5514415,-0.072954257,-1.204721986,-0.621942559,0.477904669,1.342008743,-0.095116997
3.009854253,2.227199199,2.534212788,1,0.875618438,-2.24511618,1.142009593,-0.274690521,1.35447146,0.56932346,-0.419591192,-0.089408813,1.386603217,-1.365763432,-0.869736966,0.250277622,-1.022961393,-0.697085862,-0.103537709,-0.146279664,-0.843457452,-1.120986709,-0.715959513
-1.92388442,0.641701817,2.823953862,1,-1.774285557,-1.072138224,-0.331699239,-0.965539577,0.126209015,0.318551694,-1.414306349,0.092013439,0.59880833,-0.264897598,1.380009588,1.122309885,-0.30150574,0.01392006,0.309795719,-1.591410746,0.842044843,-1.445363881,0.141545184
6.150384974,5.972143974,-1.576050376,1,-1.90425846,-0.256924926,1.844443656,0.649186148,-2.106990557,-1.549645059,1.521922006,0.2667713,0.290689071,-0.580987179,1.658553073,-0.080670612,-0.741474052,-1.199054018,-1.099100142,-0.688727386,-0.20367599,-0.664618482,1.108460749
2.004330667,-0.485592204,0.417346332,1,1.584779825,-0.542698684,-0.714819193,0.424834091,0.986810411,-0.850198609,-0.129865031,-1.529701758,0.046986052,1.287794096,-0.458763574,1.004020216,0.048444325,-0.417169093,0.084161346,-0.179686473,-0.428523299,-0.40375866,0.245242699
4.65662211,4.320325012,-0.066904204,1,-0.148649695,0.797797061,-0.707458601,0.83423822,-1.958364605,0.096247474,0.213363984,0.831549049,-0.666178544,3.064039304,-0.242274088,1.547621428,0.045000275,1.326968683,-0.820432847,1.925275731,1.97892176,0.040892548,-0.266218869
-0.291510977,0.854931344,0.363552096,1,-1.049755487,-0.425640035,-1.544896375,-1.710954074,0.574355839,0.158406625,-0.663391301,0.358258424,2.057510762,0.176837063,0.182790662,1.120089147,-1.473998909,-1.186127501,0.702177603,0.010438146,0.610003234,-0.319577605,1.731823313
3.240723833,1.572893285,0.333714602,1,0.981504541,-1.114993352,0.996952105,0.074320971,-1.335801001,-0.569398406,-0.79993312,0.311987364,-0.712610798,0.641185312,-0.358003615,-0.738018423,-1.712938256,0.08359747,0.035652014,1.49407079,0.66236527,0.462447495,-0.599955957
2.328174159,1.404561852,0.076487582,1,-0.048320664,-0.08091425,-0.304271926,-1.082118092,0.54126754,-0.27207158,-0.295230698,1.560364765,-1.608744298,0.081187549,-1.550086272,0.79332911,0.23150104,-0.763020079,1.566181709,-0.22581819,0.821632771,-0.558884066,-0.936225975
4.165813573,3.658307764,-0.157768194,1,0.109173455,0.241336201,-1.795852673,0.562812329,0.024895502,-0.425348125,-1.461244819,-0.915121228,0.091479708,-0.045452223,0.2820485,-2.053363769,-0.082834086,0.649754244,-0.207590134,1.193722419,-0.266460063,0.048626145,-0.667715836
5.217077492,2.49581005,1.786277234,1,1.708445202,-1.371987138,0.311352442,-0.729484083,-0.761953191,0.453129587,1.314776893,-2.027169588,-1.721387881,-0.780806154,-1.219611467,0.939020772,-1.135766936,0.332153072,1.11753918,0.465711959,-0.509044605,-0.438417013,0.688795839
4.978995648,2.130908431,-0.865564669,1,0.729942289,0.0711275,0.968912333,0.446381585,0.013454861,1.366209197,0.849883349,0.062096009,0.421545608,-0.13631551,1.100743282,-1.215055723,0.426109336,0.371529081,-1.73673575,-1.939166423,-0.11000734,-0.706860618,-1.492289606
5.174705352,3.282869861,-3.888082857,1,-0.133597924,1.215456576,-0.350929089,0.049941469,0.52827816,0.125232539,1.150817156,-1.504242174,-1.674210233,0.447523825,-0.756877002,2.18175116,0.616396703,0.61523404,0.78842346,0.731630313,-0.295956076,-0.137908432,0.38556717
2.334870576,3.456672263,0.054504341,1,-0.728241716,-0.041061127,-0.116918687,0.867349502,2.144677,0.132217212,0.11258684,1.168333497,-0.764086819,0.008169587,-1.297088463,-0.286475932,-1.217154368,-0.998900243,1.519150895,0.196244324,0.718656141,0.280213775,-0.219597734
0.652565444,1.331173678,1.07394724,1,-1.244152098,-0.35150053,-0.580912674,0.347415326,0.268969004,0.6509487,-0.12238628,0.243507382,-0.609900784,0.534532037,0.458021705,0.668285611,-0.015893272,0.669788529,-2.406233452,-0.626156149,0.002759847,-0.50155876,-1.30749797
5.288817484,2.197115379,-1.38183063,1,1.016646556,0.81368383,0.292211843,0.38802324,0.608144807,0.758556083,-1.143271791,0.868892808,-0.852683013,-0.521840703,-0.235355687,-0.178139372,0.149775693,0.909196385,-2.037953337,-0.3272545,0.000853064,-0.003101415,-0.588398256
1.287203901,0.904614008,-0.17692838,1,-0.654905392,1.20909428,0.719750486,0.256487676,0.483712957,0.064204362,0.691132043,-3.369680203,0.704137912,-0.864570721,1.134677697,-1.271807191,-1.124168101,-0.253785394,-1.925480436,-0.316683995,0.33798897,0.589724351,0.161375167
5.291984779,4.621400133,-0.607701106,1,-0.326024139,-0.560785845,-1.31005311,0.787882632,0.007525873,0.612975786,-0.538285602,-0.497875945,-2.143832687,0.638163394,-0.033710565,-0.077200016,1.222816124,-1.105179229,0.326815415,-1.03603865,-1.132105893,0.100325551,1.248440708
1.639429486,2.684124974,2.813564453,1,-0.788440829,-1.016523606,0.917029434,1.314381164,1.592148147,-0.551068999,-1.186282573,1.04118327,0.181821049,0.002950902,0.096893821,0.965516821,-1.92455682,1.131960799,0.593013014,-0.244394461,-0.458499738,0.242452469,-1.035800021
5.471440587,4.026581336,0.098711624,1,1.237911,-0.978977591,0.332745124,0.58183311,0.761835638,0.226542668,0.490132422,0.167067523,0.436888918,-0.094726945,-0.8230948,0.152126515,-0.527585939,-1.343046995,1.153053059,0.118113962,-0.455658731,1.730535078,-1.631859082
5.322812565,4.58681651,0.230911843,1,0.504005992,0.166237551,-0.018764378,0.753149434,-1.941157728,0.890307204,0.431975924,0.351979179,0.347414927,0.472701319,0.283658969,1.097323709,-1.711782244,0.773618849,1.205649565,0.388023156,-0.064628117,1.636301144,-0.157999523
2.022625132,2.117911008,0.444310964,1,-1.123772242,1.465244844,-0.460620776,1.200574661,0.907857766,0.989789802,1.606023211,-0.711894463,1.689313385,-0.539883619,1.160852389,1.51760623,0.056783411,1.02409401,-0.449004993,0.273419562,0.35950557,1.10828742,1.637758246
2.451860399,2.774647641,1.286967348,1,-1.002051631,-1.227184837,-1.067565996,-2.417515502,1.459499261,-0.153686059,-0.455732427,0.069180282,-0.246857131,-0.705568174,0.749153875,1.169741301,1.596223794,-1.175363109,0.709647485,-0.893646277,-0.363561755,0.15689665,-0.797432481
1.079963414,1.100197418,2.436677305,1,0.323912807,-1.018342039,-0.780534914,-0.377962019,-0.147990626,-0.041172405,0.982628803,0.318305847,0.427516192,-1.143906224,1.297848255,0.321348899,-0.864270594,0.460550299,0.616886996,0.163767788,-0.745349993,0.977028609,-0.23846492
4.303209948,3.61984716,-1.254623282,1,-1.11088854,-1.310890581,-1.042241053,-0.73535206,-0.316940957,-0.549497881,-0.227780362,-1.560958947,-1.288857269,0.315037995,-0.948768004,0.205035258,-1.667064667,-1.332529446,0.588113612,1.300070638,-1.120628906,0.523288607,0.046285884
2.33760144,0.931266612,1.157504031,1,-0.770963538,-0.546062935,-2.035124584,1.54794855,0.426535066,-0.05146067,-0.474353885,-0.86636039,-0.384788313,-2.240739228,1.7033456,-1.613357385,-0.784935109,-0.046009475,-0.897646015,-0.793231436,-1.411931704,-0.148109214,2.046901885
6.700559797,4.631386106,-3.100379528,1,-0.623135447,1.334510572,0.878909846,-1.010155495,1.407553415,-0.136821065,1.379985624,1.338239408,0.582452532,-0.068391954,0.314013779,0.442168069,-0.328126271,-0.833592346,0.096405889,0.602515135,0.15991206,-0.981992169,-0.46820519
4.675844222,3.097659943,-1.770864498,1,1.212442461,-0.989665132,-1.505444874,2.494912199,-0.695722555,-0.74517876,-1.95932367,-1.166059843,-0.416139942,0.626124887,1.178602846,-1.934058315,0.767644953,-0.277860368,-1.046432178,-0.215175939,0.511984017,-0.361088509,-0.758885074
2.462418899,2.336567155,-0.08647536,1,-0.828705241,-0.434199732,0.254753717,0.108789231,-1.621498651,0.937540826,-0.854490622,-2.030547975,-0.770345351,0.922239472,0.758297479,0.392537665,-0.113197894,-0.415601436,0.63648078,1.180951448,0.094067246,1.003793797,1.245266031
2.759262064,2.185747054,-1.178671155,1,-0.900362455,1.089575638,-0.227517175,1.327938307,-0.531401274,-0.294763317,-0.142494136,-2.301077377,-0.56508627,0.318291127,-0.42873886,-0.47433331,-0.103480154,0.302828436,0.668962503,-0.644900154,-2.103433712,2.341414506,0.060601296
3.285274515,1.242866691,0.988904416,1,1.152703948,-0.522378093,0.670527664,-0.115002385,-2.411258207,-1.664614631,-0.220050679,-0.334388832,0.278733328,0.196333732,0.346677383,-0.374961244,0.526870047,-1.007639186,0.994104231,0.049163468,2.120331792,1.020676287,-0.908733318
6.097668701,4.204710721,-2.064030129,1,-0.656142414,2.123474446,2.321084277,2.236967307,0.04514021,2.313627473,-0.058320288,0.824068093,2.124938257,-1.600744835,1.414850046,-1.165020685,-1.229331275,-0.159033882,-0.643751498,-0.490922897,2.466478585,-2.151563793,-1.589561843
-2.574914022,-0.087347928,3.091568849,1,-0.630755082,-0.445648154,1.025575142,-1.310696678,0.396121563,1.576253078,-0.813794294,0.364578515,0.201221048,0.811595617,2.480893035,-0.446929991,-1.405855095,-0.741263041,-1.501624656,0.2450773,0.958947205,-0.045156592,1.533008598
2.51974221,1.146559232,0.435775539,1,1.026286682,0.891592828,0.5203455,-0.316966164,0.931857789,-1.30501823,-1.290560326,-1.57020997,0.25770872,2.225209851,1.644909142,-0.15343208,-0.419386116,-0.405490211,1.71118945,0.250884672,-0.487496536,-1.561667623,-1.007567775
7.159824219,4.832791637,-1.056278676,1,0.724162646,1.03810588,-0.433068241,-0.859786852,-0.681386923,0.454769588,1.096376058,-0.371117973,-0.073953775,0.355730899,-0.771337644,-1.482859875,-0.407845041,-0.320808179,0.366284423,0.455046909,-0.449407778,1.216351539,0.427930567
2.90975904,1.249710524,0.768738243,1,0.946963855,-1.210125546,2.623663593,-1.881573438,0.109394892,-0.928496007,-0.23392746,0.369616277,-1.042195116,-1.604054107,-0.349067884,1.049072464,-1.001967455,-0.500474027,0.21412483,-0.083502612,-0.417430766,0.339208587,0.191491593
3.376372441,4.696213997,0.604137873,1,-1.553492237,-0.157309632,-0.034094041,-0.795607598,0.422737943,0.844937988,-1.535039474,0.315307535,-1.541765394,-0.191180469,-0.616084757,0.712535087,0.642413387,-0.391430056,0.246375535,0.770099786,0.469623385,0.188028454,-0.465003402
-1.017277465,0.926943,3.056858221,1,-0.668328214,0.687171382,0.6039459,0.479684172,0.369769723,0.841949615,-0.672456576,1.149213701,-0.87718804,0.348442979,1.157286965,0.908831396,-1.491082043,2.168609905,0.830717938,-0.22258195,0.013137041,-0.175343516,0.062568475
