y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
1,-1.413098778,0.274713654,1.509000726,-0.305359933,-1.054206563,0.483917152,0.328130487,-0.213444992,0.290858044,-0.476789859,1.266518107,-1.143829447,-0.830721265,-0.249850842,-0.516086479,0.451003703,-1.632049612,-1.541792285,-0.120750218,-0.539559126,0.004236873,-0.983197602,-0.593743586,0.970993129,0.591697418,1.066508326,0.759149011
0,0.567403253,0.546311963,0.207876644,0.345484438,0.81724924,0.319225244,0.391317976,0.856208585,-0.546170454,0.136711644,0.253367961,0.292057922,-0.589625,0.085214274,0.567870802,1.017175161,-1.649491455,-0.073043159,0.665924169,0.092654302,0.731893441,1.15491418,-0.105892469,1.548151626,-1.416848901,0.008049664,1.211129765
1,0.583187653,-0.53909461,1.133547014,0.277455811,-1.937847352,-1.39865319,-0.869014324,0.025231472,-1.490438605,1.091898806,1.03154342,2.196087913,-1.278692333,-0.234906648,0.265447862,2.072234022,-1.451355693,0.28259802,-0.524671048,0.236737695,-0.32768334,0.945210924,1.62335685,1.718380113,-0.024028159,-0.979950518,-1.457248442
1,-1.306798833,-1.841499195,-0.516100043,-1.205457381,1.051311225,0.100333619,-0.045744487,-0.6288957,0.165146904,-0.269825309,0.121377626,-0.910331942,-0.526924922,-1.901558107,0.7650046,-0.544895155,0.249003059,1.33114372,0.135910584,0.889863408,0.822999488,-1.349691551,0.521090583,-1.27250542,0.467478792,-1.273464422,-0.297590952
1,-0.540386074,-0.790288951,-0.621433951,2.59200363,1.37457157,-0.618381148,-0.758645117,2.087086195,1.421581181,0.450166813,-0.777655404,0.739993856,-2.124119452,0.480137058,0.478350545,-2.316007784,1.380647075,2.218909431,-0.789019488,0.792001899,0.035492889,0.122725973,-0.303170467,0.171436145,1.010189572,-0.267350356,1.048696678
1,1.947692665,-1.094068126,1.258775723,1.014037558,-0.180876563,0.545788568,0.408620836,1.358650451,-1.587322138,-1.370568416,0.635965214,0.509380165,1.251714378,1.94974803,-0.15241744,0.285196169,-0.140303378,-0.127892185,-0.657695068,-0.499048711,1.029332077,0.806062299,-0.949302999,2.070420488,-2.345151137,-0.970717567,-0.865383835
0,0.05359027,0.463697367,-2.280234349,0.31264221,-0.486649364,0.275524154,1.782336859,1.698976592,-1.132276945,0.082790883,1.523630376,0.342495053,0.222477533,-0.239182252,-0.01294653,-1.117930175,-2.001566959,-0.832994012,0.528537889,-0.188802941,0.081883728,-0.582863424,0.948320631,1.368329046,0.385130415,0.108253031,0.591204297
1,0.351662841,0.016765478,0.303905393,0.907557988,-1.578609058,0.037438082,0.782157296,-1.725338177,0.680691089,0.632110615,0.528645926,1.334186991,0.479055462,0.557955501,-0.439939714,-1.107715944,0.963936566,1.182269371,-0.576795511,-0.614025538,0.197574263,1.154675257,-0.417729149,0.63624915,-2.719351398,-0.277210159,-0.432748008
0,-0.670976539,0.713715588,1.196048601,-0.852567193,-0.122113513,1.620806783,1.126260566,-0.017036333,-0.127312915,-1.071231001,-1.424900233,-1.447563252,-0.308947879,0.160039268,-0.655890885,-1.634356096,1.245494829,0.022011762,0.254330737,-0.775144274,1.207820541,0.399810818,0.270980626,-1.264617354,-0.763538347,2.570645745,1.249667929
0,0.277953695,0.372720397,-0.074105901,0.849920922,0.616292651,-0.273080092,-0.040253727,0.068620204,-0.912111123,0.352065633,1.537821587,-0.901984651,0.215077811,0.805734857,-0.628969573,-0.149853057,0.361937281,-0.413538841,0.396646843,0.812705439,0.423719271,1.175228082,0.092974605,0.319401097,-0.783475228,-1.770735813,-0.342347475
1,0.691171273,-0.631418735,-0.456769698,-1.058705076,0.543562935,0.922620884,-0.401540978,-0.135788711,-0.5782443,0.625721962,0.411838533,-0.093815655,-1.912692821,1.079007574,-0.668966681,0.137503498,-0.567979947,-0.292726041,-1.771602668,-2.428334556,-1.724947849,-0.773195441,0.388313078,0.992149214,-0.09333203,-0.575769011,0.81144677
0,0.823795329,-0.345194725,-0.010061438,-0.147894759,1.842424422,-0.06659869,0.12417159,-0.729936711,0.423097462,-1.102052857,-1.889870603,0.655072055,0.369136713,1.746108592,-0.760808094,0.143424117,-1.142020312,-2.038267864,0.009767489,1.35437491,0.188098249,-0.329555373,-1.665306182,-1.691323337,-1.453090567,0.439478427,-0.145528646
1,2.14506502,-0.233673113,-0.116480707,-0.293571396,1.885065543,0.690579868,-0.186193209,-0.039617977,-0.475717688,-0.068910762,0.947793897,-0.207147683,-0.150104504,-1.561982826,-0.399033675,0.326104689,-1.714268662,-1.394433381,-0.318981606,1.110486321,-0.044390407,0.143477078,2.351201895,-1.140708081,-0.754748895,-0.061048662,-0.618710145
0,-2.346943978,-2.402709832,-0.524144178,1.197411668,1.242631029,0.069202013,1.430009578,-0.585459555,-0.565838946,1.509304233,0.853283098,0.710011032,1.513354879,-0.981615788,-0.941884727,-0.181119156,-0.642264185,-0.358226997,1.219171671,-0.223136006,-0.484590827,1.750152475,-1.147540011,0.585717385,2.038052366,0.031746916,-0.829744015
1,0.149591981,-0.841015659,2.757055759,-0.148774157,-1.462651037,-0.233515009,-1.192939855,0.247264063,-2.652553016,-1.601655521,0.744225078,-0.020776998,-0.727301937,-2.128422284,-1.416976873,-0.428475999,0.981151885,1.360625964,-1.989511158,-0.440976293,-2.800459916,-2.178080601,1.513646778,2.35618657,0.794727832,1.143608369,-0.617807491
1,-1.342531482,-0.525577562,1.136610135,-0.046481965,-0.479085597,-0.370668934,-0.181476289,1.867804187,-0.206338013,-0.996515419,-0.656134272,-0.564139076,0.018033555,-1.894517815,-0.389757827,0.266644102,1.396981248,0.576397616,-0.052289025,0.39381304,0.006676585,-1.586787704,0.670657069,1.728568286,-0.842891516,1.383364468,-0.341181129
0,0.553303076,0.964676072,-0.106262981,0.960769445,-0.167461906,-0.654192378,0.137158612,0.150297785,-0.798482222,0.47585865,0.085839127,1.032165246,0.642628789,-0.706594695,0.566154518,-0.272877296,-0.255987557,0.054278817,0.828141139,-1.430805458,-0.40472602,0.886142386,0.827255997,1.26170901,0.601247899,0.682486062,-0.548710808
1,1.589962843,1.168687798,2.019925062,-1.179173011,-2.087725287,-0.952905188,-0.367940805,-0.475034204,-0.514562932,-0.526018417,0.627822286,-0.929652409,-0.420343656,1.204942536,-0.018292662,1.584458186,1.299463928,0.502493587,-0.861274767,0.054439919,0.847864974,0.263702356,1.673597965,0.443763047,-1.770079823,0.818513622,1.435555966
1,-0.586879594,0.037525635,1.123922726,0.798482805,-1.330945632,-0.328427749,-0.369527035,-0.022438633,0.204407067,-0.252240987,2.304033387,-1.21958244,-0.620852287,-1.018141648,1.115382099,-0.821450028,0.765177818,-0.009497578,0.06841949,0.483044017,0.389240514,0.174701647,0.425365841,-0.260991478,0.114521867,0.022385487,1.263080898
1,-1.832377306,-1.059450384,-0.875498465,0.05882703,0.941360377,1.742761757,-0.080575506,-0.231658847,-0.179326507,-0.642555924,-0.992531615,-0.487787697,-0.822037879,-1.309169177,0.412360986,-1.736696985,-0.476643665,-2.258032475,-0.169889544,0.786694994,-0.098440968,-1.474678319,-1.743025518,-0.933134174,0.205473197,-0.099545672,0.036501808
1,0.888139433,-0.203198859,-1.323568423,1.674128235,-0.472421406,0.52267745,-0.651088213,-0.306329103,2.102681693,-1.263366422,-0.532651471,1.613023731,-0.460161734,0.387519302,-0.800362531,1.268618193,-0.236818401,0.92108089,1.347325264,-0.257902955,-0.46708539,0.063277906,0.274616349,1.678615411,0.693668182,-0.092030338,0.113861414
1,1.593488472,-0.260522502,-0.246917365,1.426996678,0.651142302,-1.414713135,-1.591943434,-2.036635811,0.813552493,-1.276447992,-0.789163949,-0.921754524,-0.705504214,0.48587756,0.672150733,1.41159228,1.337884568,-0.104221945,-0.886500461,-0.020059628,0.055266577,-0.502590112,0.108850116,0.019546525,-0.272746723,1.213920594,-1.496151309
1,0.516854671,-1.503592841,-1.783397181,-0.115981683,-0.220332222,1.296421779,-1.133754809,0.363150835,0.614258037,-0.950396065,1.728462528,1.23816636,-0.875350921,-0.960086273,-0.788599876,-0.975712197,-0.462932949,0.016925166,1.53919887,1.409020507,-0.214723544,0.866026648,-0.196163974,1.365646326,0.094228902,-1.681241214,-0.161980791
1,-1.29567168,-1.191546482,2.183921714,-0.601767313,1.368239218,-0.145233292,1.31389823,1.184481343,1.182669361,-1.119432151,1.316438873,-1.58955078,1.195196032,0.803561934,1.574420439,-0.870776671,0.270396829,0.931966288,-0.488045328,-0.195803894,1.251173556,0.063682792,0.006259118,1.043378473,0.940817027,-0.562969896,1.94645488
0,0.054615575,2.457074166,-0.033302199,-0.114115415,0.212885057,0.207136886,-0.175235988,0.087388727,0.558701237,-0.162096121,-1.081109174,0.004021295,-0.557124305,-0.311112112,-0.832935123,-0.750781219,0.368864087,0.594472881,-1.543752672,-2.248098117,1.720880794,-0.073801487,-0.881852598,1.019082745,1.934918693,0.715705711,0.282570351
1,-0.784649373,-1.421405166,0.553064931,0.049238928,-1.939199887,0.945902195,0.706469894,0.300811487,-1.737962746,0.861408607,0.731965055,-0.460393421,0.406175575,1.740942234,-0.967553882,0.73258302,1.372118836,-1.525749438,0.159884977,0.690376281,0.605122175,-0.767236298,-1.807086289,1.187662,1.391618335,0.383604795,-3.14784374
1,-1.049352819,-1.17067119,-1.220961339,-1.44409181,-1.09521388,1.269925489,1.122938096,-1.63600566,1.020306373,1.019598391,0.834528932,1.157453143,-1.205882361,-0.922502684,0.622850994,0.120646725,-0.182916812,0.792818882,2.602105284,0.616416841,0.364021887,-0.54495264,0.005955484,-2.030229678,1.078786385,-1.481517339,-1.055421514
1,2.330511962,0.61272884,0.371614887,0.961695659,-0.568635929,-0.208712849,1.379696569,-1.428300396,1.851112909,0.142952388,-0.907999684,-0.577714727,-1.003636987,0.142776145,0.180263031,0.888038211,-0.704250407,0.958460693,-0.340398784,0.697308756,-0.252945189,0.274163214,-0.759643991,-0.764095299,0.611528297,0.21165001,2.322945417
1,1.402705383,0.504072913,1.28702107,-0.793772912,2.969783369,-0.595767232,-0.609014044,-0.93842064,-0.062317255,0.035517698,0.363943085,-1.022692379,-0.338272986,-1.213861459,0.266054122,1.763439887,0.725554098,-0.324237031,0.593817872,-0.944706481,-0.399429181,-0.086089325,-0.299854968,-0.392277116,1.201423119,0.255586289,2.008021735
0,0.942600851,-0.033604026,-1.201941108,-0.128910109,-1.554663531,-0.516072151,0.75241926,-0.572191195,0.85015627,-0.90176668,-0.865097213,-0.192505703,0.594534149,-0.78635435,0.491999803,-0.452156035,2.239196453,-2.54571266,-0.154849629,-0.178182256,0.665787076,0.412515601,-1.148404771,-0.557142214,1.342199415,-1.349940453,-0.7116294
0,0.826258287,1.067788411,-1.060410466,-0.599314281,0.494253348,-0.863496387,-1.22705559,-0.415850469,-0.408393483,-0.366148458,0.330071406,-1.380325802,-1.164291873,-1.195922582,0.044423721,-0.972541931,-0.778429475,-0.605904578,-0.923405722,0.270659707,0.559613314,-0.104079698,1.500028535,0.126222656,-0.759892046,1.53543332,-0.931754646
