y,x1,x2,species
0.237733889,4.329219582,6.933323822,13
-0.268603694,8.808579496,4.516594806,7
9.040816299,7.874897029,0.787450809,6
2.819931986,8.711925333,6.070715308,18
2.588109503,7.361135264,6.056920765,19
5.402382204,8.637381438,8.622648946,11
-0.245579596,2.819365072,2.219068981,13
0.409077132,7.90720115,8.403479999,13
2.76809805,5.95640654,3.620870742,11
1.934533879,5.144194933,6.681771216,19
-0.989653215,3.021769298,9.247991603,12
1.543860497,3.237212773,9.11724871,7
4.433102056,7.76557941,0.750922828,16
5.052616389,9.730764341,4.568749603,1
6.484176453,2.773673369,5.799904903,6
3.837379744,8.503708763,5.467591949,2
1.382598515,4.136260287,7.424240841,4
2.579757081,6.256364426,9.103996351,5
-0.207515306,3.545972777,0.664183386,7
4.9829282,0.161835302,4.053598435,9
-5.402622678,9.957252278,2.581715011,12
0.689778743,9.735563633,4.536864366,13
2.382681526,0.810988657,1.635722285,9
0.878198223,4.548949287,8.635610959,1
3.306488456,7.205603872,0.983020605,15
1.88826786,5.694576558,9.383095871,18
-3.958905583,6.079762946,6.326203835,17
2.843482177,5.510657169,0.471003726,1
6.580261912,6.399456507,4.054092094,16
2.398887658,9.834171252,6.239570032,5
-1.163105723,1.722969415,9.65309093,1
6.76067307,0.865924193,6.247868191,16
1.714454486,2.881114359,2.089900775,3
3.264166918,7.991235915,4.286451736,8
4.780914036,8.052475527,1.767228111,14
1.912432826,4.121455736,9.616222468,18
0.748556534,0.128568625,1.703116344,7
5.984363576,8.5203941,6.609834535,15
2.77409483,7.523930296,8.318273416,19
2.442991456,6.092685151,7.925219757,19
1.565795297,4.328892159,3.600791735,4
1.867468954,1.083591166,8.940769034,5
2.336043274,3.418674823,7.815071484,11
2.823006258,9.645743244,7.927398237,5
0.628681155,0.531125814,3.76248806,18
-2.672883989,5.411758164,2.347411278,12
3.009686187,6.822987939,8.63465806,19
0.919294246,7.115789503,0.211214945,13
10.74598146,9.592897284,0.350682724,6
7.591861804,6.234894046,6.406119044,9
-2.854932884,2.881090562,3.977831348,17
0.727724756,2.491215069,2.111052978,19
1.723720176,5.33982768,8.046039033,8
1.880438907,5.352661107,0.752840103,18
11.16736,6.94404016,7.201824035,6
1.703510114,4.479648774,5.590170426,18
3.36661643,9.168997221,6.895555595,19
-0.365014166,9.691265973,4.008213421,7
-0.488394668,2.570431256,7.656917435,13
0.996928002,1.756220122,5.026233506,7
7.063468001,3.950900468,3.760708992,6
3.133271012,7.824364805,9.486264547,5
2.882159317,6.410133175,2.739815603,11
0.276990363,0.003980971,1.514378286,3
7.81570704,7.039245085,0.134380003,6
5.039897966,9.244668398,6.074449932,3
1.289285822,2.128086281,1.212972633,14
0.681842029,5.31948226,6.251986776,7
8.762712473,9.892835121,7.365174396,9
0.454902105,5.487923317,5.183208056,7
2.55626222,5.848281754,3.793756345,11
9.175147791,9.004306288,6.450148993,16
3.905669929,7.039491902,6.335893543,3
8.975502772,6.491865802,7.920330323,9
3.937861855,8.763213889,0.254736471,8
1.102191083,0.954861974,9.576413233,11
-3.514346281,1.761003633,5.298741765,17
0.825340132,2.080236182,4.44793772,5
4.250137042,1.326420128,8.974535835,15
2.918564379,0.721893462,9.852937856,20
0.710592574,3.349473043,9.471835641,8
8.820082637,5.363084986,7.186775671,16
2.578295668,4.130574123,0.879447854,20
-3.900164877,2.146306443,6.217699083,17
10.84725331,6.445569724,9.918370957,16
0.633816122,2.602049473,1.370385662,19
3.516661496,5.696181124,8.130487667,11
1.934131945,8.390342798,4.291253909,5
2.349701005,3.816664827,2.540979935,2
0.485774052,2.729781955,9.382079127,8
0.819696474,8.852097217,6.527129826,13
1.268749413,0.664363946,5.314881504,7
5.017272434,8.07138399,8.053049331,11
4.172770526,8.733511558,6.136087771,2
4.945647501,9.457285772,0.117152242,20
4.331182134,8.671878933,7.748585665,2
-2.652688027,8.854622007,7.731477518,10
0.684327946,4.047851255,1.708517377,5
-0.842923284,2.768637466,0.884339993,12
3.024684259,7.239663114,0.636350019,4
2.902805043,2.967955137,5.005386819,20
1.730380391,2.574929248,4.286652885,8
3.968008134,8.402991612,0.288824828,4
1.308059728,4.664973633,2.300570165,19
1.207306327,2.184529272,1.942821534,14
3.135481503,9.563606866,4.109983202,18
6.00852751,6.678414086,8.425065654,20
-2.160085105,3.588399487,3.804568746,10
0.165967261,1.966089627,1.00734914,13
1.159322883,1.988383587,0.515926022,14
0.690413651,1.159948811,3.47574482,7
4.03433705,8.212777316,6.532689426,2
1.650266978,2.912044127,8.754023728,19
1.472406492,4.814334984,6.611315836,8
1.797102587,2.805590662,3.717698099,2
8.240934339,4.378518176,6.047890082,6
3.320007014,6.909099394,4.610890462,1
4.63519101,7.580737835,2.507654787,14
4.451116708,7.66015029,9.46274122,3
2.81922013,7.829732921,8.29985576,4
2.380054019,8.338230322,0.500267525,19
4.972262028,7.756804263,3.404188734,20
0.754949631,0.725562652,4.299405012,3
-0.008172293,5.811312422,7.451230558,13
-3.673151021,0.66701497,5.371270657,17
-2.444573427,9.631342702,7.662533317,10
-1.426093678,0.009306618,1.452494189,17
0.763327156,0.168698542,6.651658963,18
3.471586383,7.601413191,1.391510458,8
10.76592258,3.027976593,9.984239375,16
3.862074078,7.683282213,8.75609735,2
-3.312799699,7.227976674,5.295705339,17
2.549990075,5.437449445,9.972768961,19
1.333690009,1.059061752,3.703776989,2
-2.150398467,3.249178294,2.408756483,17
2.989506971,8.111339242,8.499195399,18
2.682833269,8.793067539,6.912250996,8
-3.193341944,6.653771554,7.981750779,12
3.056642019,5.68710773,2.305614157,14
-5.685350394,2.170016596,8.312206967,10
1.872737293,4.916461967,0.71401031,4
1.599203167,3.06725329,5.260102407,18
-4.505013943,0.143105709,7.157558152,17
3.654493548,7.716315582,2.82852164,2
1.233161052,0.762006408,3.197819004,8
1.203284882,1.884684213,3.458641702,14
1.628008392,6.242245277,4.586322769,5
-2.803042466,7.73178349,7.083847194,10
0.978399948,8.559583563,9.741930375,7
2.479974528,5.584811838,0.029887799,4
0.016490769,5.673052478,5.594466992,13
3.279744636,9.728809765,5.160727457,19
5.092515953,9.712512824,3.438339981,3
4.179909626,7.70380697,1.114042401,3
3.396413846,1.409605744,7.010926844,15
4.238440224,2.42900114,1.51188063,6
3.824398718,4.561165578,5.708109697,20
-1.500267139,1.182983988,1.490864363,10
-1.511523898,2.79814594,2.002416102,17
7.67893763,5.291440736,6.62669261,9
1.603956299,1.151883651,2.864053559,15
2.754662116,0.431106151,2.193487482,6
3.833941392,8.454918263,1.025119962,2
0.437393982,0.673650797,0.787190953,14
2.762133485,2.681634307,0.570810414,8
2.960910315,4.321692018,9.031891979,11
0.550093666,7.464782081,2.259067914,13
-0.831927072,2.095455113,7.640870346,1
2.623242896,9.556271823,8.186130868,8
5.527970343,3.307116043,3.589015054,16
5.465675212,7.943168064,5.495636603,20
1.283515293,3.317333243,3.5753084,11
-0.952462703,6.540295088,3.67744982,10
4.456772367,7.769767323,5.96316393,11
0.70304259,6.880333554,0.491112503,5
-0.571636681,0.285621332,3.823115944,4
1.418792029,2.732341283,2.550834981,14
2.607872628,8.167256434,2.972993299,19
5.242085135,9.641727672,9.781894162,3
0.191075326,8.475696659,7.277115674,13
0.317108145,6.008976868,3.476341849,13
3.647158885,8.50135291,8.132292852,1
1.483434137,3.304287235,3.867187144,18
3.240239293,4.350737666,9.76849366,11
0.163958074,1.104004146,2.41263377,4
5.198664903,5.857495691,2.290597982,16
4.742379487,8.911855705,9.883575609,3
3.761892068,7.625768303,8.980536263,2
6.518793508,7.432807265,9.252838078,15
4.190113306,8.700168056,9.338513999,2
8.978832119,5.031670134,6.111429057,6
-2.744714709,0.673503277,3.238251847,10
2.872110755,0.276129323,6.824169829,15
4.162802105,8.068184096,1.902232212,1
3.549227347,8.054792848,0.88986099,4
4.377925727,9.635103405,3.998625844,4
-5.136429869,9.435209557,3.612932388,12
-1.753306368,9.177157336,6.324305169,10
1.203801146,1.150059516,4.43432471,8
-0.230728535,1.696714608,9.845400895,12
2.230559859,4.970073714,1.117334482,15
0.433054711,7.736427987,5.397610934,13
2.350335611,6.173634711,6.701021458,4
13.11267958,9.89353037,5.411807783,6
0.070137857,5.408309998,8.115856661,13
2.565620769,5.463525993,7.92175916,14
11.43903524,8.180886223,5.572309913,6
4.408955479,0.141734339,6.836085902,6
0.962858971,2.764019172,9.122172715,14
0.859890487,9.786166206,6.059287281,13
3.683846673,6.01750924,2.589029407,9
9.16959266,4.271653024,8.099808588,16
-3.686539215,2.780050426,5.947609774,10
3.156527855,9.7773102,2.075102385,19
0.030202493,5.008131252,1.352348854,10
1.825777008,5.075456738,6.019774317,18
0.945452396,9.507910591,4.559825498,13
4.874638155,8.204183814,7.46346765,3
1.018834421,3.843723387,1.441783959,19
3.433216787,6.140141576,0.524670938,8
-1.017742355,6.122351883,3.384333616,10
1.609054711,2.997990765,6.978490811,14
-5.532580163,3.619616304,8.619357294,17
0.546912377,1.686894847,2.158092679,4
3.411452462,8.909673064,8.803848471,19
1.104435148,9.889474357,2.527426151,13
3.038488671,9.667512495,6.155228775,8
-2.86845466,6.031027951,8.742087125,12
1.10534178,3.527018663,7.371896622,7
2.697809001,7.765117821,3.631417188,19
11.25992705,7.115663877,6.789991914,6
5.46790112,9.371953895,1.10773321,1
2.686675428,4.392450079,5.47497161,3
0.336820685,5.716153667,3.099040487,13
1.980403686,3.509013613,8.149297428,19
7.129925812,8.260784822,5.63799598,9
-3.294779964,5.560909158,4.728994593,17
2.246486829,4.720857362,8.03501725,5
1.180209548,4.396653485,0.549724908,19
-3.565091774,6.38399373,7.826164558,10
0.528236077,0.600691515,6.880082756,11
-0.14542407,0.984053337,8.183074694,14
-0.72617712,5.224219235,0.281612547,17
2.639002471,4.581094272,1.479610808,14
5.273288153,9.033771672,2.467342343,14
1.453606693,3.835034522,2.174266179,4
1.889283341,2.545172232,2.3451306,15
0.264139688,2.144129172,0.951133862,7
2.249762285,5.655404129,9.757084909,18
2.653661271,4.034086273,9.676569882,2
3.052926313,0.821804954,9.318749993,20
1.273172897,0.297384672,7.867505895,5
-0.211015094,6.848344458,2.482859038,7
0.831868536,6.245739628,8.331355492,7
4.097995104,0.183428191,9.623361304,15
1.011470746,2.806232728,4.257086448,19
9.582894467,1.666481665,9.937303998,16
3.852540521,9.730483904,3.389669177,8
1.50546595,4.80623441,4.800008268,5
1.17608178,1.272709318,3.194405353,8
7.471164131,1.85564881,6.737874537,9
0.848323275,0.303814809,1.102254323,18
3.160084468,1.968755326,2.297594028,9
0.37052347,1.414381992,5.893849989,14
1.065151596,6.045072787,9.473997031,7
3.658855822,6.141341256,4.186412352,3
0.515209126,4.535493453,3.236341651,13
3.992604977,9.570022973,7.687072994,4
-6.005202026,8.429329919,9.93418321,17
0.459025796,8.937354325,8.991809785,13
0.004181351,5.008142362,6.183133745,13
-3.747746979,7.204421551,3.117453009,12
-4.633449184,6.232885786,7.019341635,17
2.797200588,7.802898365,5.089815576,8
-5.539020707,6.01618466,9.406411606,17
5.138118582,9.674629008,3.150843575,1
-4.896540677,4.31620491,8.399028087,10
-3.379193092,1.190559212,4.323193959,10
5.550181956,1.558290522,5.904911943,6
4.030126784,0.508821092,2.725113237,16
-0.121453113,0.09698092,1.816093754,13
0.769146916,0.354577878,2.448659476,3
-1.231561517,1.646434322,0.852386246,17
1.797176391,4.070228881,4.830947223,14
2.749758368,2.649508028,5.071840244,20
0.161105057,2.542817129,2.663094052,13
2.088134656,1.451400663,9.20197947,7
-3.814910926,4.294646848,5.824425952,17
4.928858225,8.708212127,5.77483448,3
2.77034223,5.067725324,2.709169155,2
4.291321318,3.778656251,8.159275949,20
0.273987466,0.704268159,5.011486791,12
9.139179055,6.344395787,7.889896922,9
-3.958752629,7.764418535,9.22089495,10
4.306956371,7.877957167,5.551818828,14
-0.61114754,2.441572112,8.10688029,1
1.812538877,3.501449095,3.658174637,8
3.332514366,7.389374725,3.979386701,2
-2.791519478,1.84988715,3.910366197,10
4.647233094,7.625402331,6.610297135,11
2.808575422,7.223427296,7.741469131,19
2.87839565,6.892434363,5.377468152,4
4.425982053,9.995161495,5.258817675,2
2.368018598,6.66126081,6.617504752,19
1.369734667,3.094219582,0.306107169,9
-0.539722439,1.001350803,4.137346786,13
0.248496143,1.858186075,1.549004873,5
0.478259858,2.233286633,2.067919469,5
0.340141826,9.747776962,3.219786542,10
1.669201256,3.792519348,6.834563946,18
2.532417549,4.162683145,9.746105364,3
1.955299613,4.693638298,6.474533484,19
2.501472524,8.48183946,8.106244605,18
9.540962088,5.53322617,6.982339921,6
1.768810284,5.613246784,5.089218959,19
1.223006734,9.721545461,1.041333301,13
0.081560894,2.351796858,3.801303387,1
-4.752204412,8.694383879,9.809759811,12
4.695808566,7.362795153,3.146701201,20
3.834830522,8.868007988,5.265470743,2
3.836486828,2.503981914,2.929302533,9
0.109318207,0.939495636,6.93422206,12
-1.761492668,9.678852702,6.891836077,10
-2.162908416,2.076971186,2.917504515,10
0.588337833,1.688958951,5.65972354,14
0.310302975,2.842320653,3.177933379,13
5.135897833,9.438280256,4.051618432,15
1.392642469,2.897036604,4.847792906,11
3.82537882,7.585847108,7.70228199,2
1.751179557,4.840978116,5.502597985,5
4.15315636,9.8873525,7.09205593,4
-1.471555298,2.702696188,1.472114271,17
4.164094152,7.722694976,7.121262916,14
2.170720957,3.078262347,6.35210057,3
6.952727534,5.618861511,4.7828122,16
0.839666189,0.108586343,8.675850327,18
5.954140961,5.256820514,3.499731089,16
4.049898506,7.188583557,2.209763655,3
3.844660533,7.325630155,0.278479778,16
3.345416242,7.180527544,1.381912974,2
5.220798558,8.346870916,3.22562298,20
1.89725258,3.005616011,7.435946134,3
8.417718349,2.950408028,9.996400818,6
-0.669876827,1.248519858,4.007531276,1
4.334352398,8.557627317,0.042088493,20
-2.611623505,1.656874544,3.511517867,10
0.899212175,5.556617905,8.02866315,7
0.900302884,4.457084313,7.601370385,1
4.852998726,2.800378464,2.068989002,6
-0.033168926,3.224412664,6.51513011,1
4.3414223,7.318990405,3.703670457,3
4.186443447,7.427063787,2.375429703,14
2.190886565,1.043340932,9.328202838,7
0.292632737,1.652483873,0.940699172,19
-5.640914751,4.381724643,9.619448623,17
2.833490027,1.584309582,1.673366139,9
-0.320545767,2.225374696,4.855294733,13
-0.994921177,2.780912099,0.320825623,12
1.468096826,2.001136178,9.755747982,19
-1.536671777,4.082626693,3.141367899,12
-0.496673814,0.201790521,3.676394424,13
5.11814523,8.919294672,3.098902642,3
6.34078861,4.99706106,0.559851995,6
8.033972478,2.258846962,7.496421039,9
-0.402476021,2.44235435,6.111910464,13
1.492502571,3.453224909,0.528257922,15
0.838885476,4.487097985,5.781505958,7
6.266074353,6.295560817,9.529904651,15
4.123899074,7.569638677,0.428733688,3
0.0515108,1.604715288,2.67966859,13
4.261350524,9.070853889,7.373116317,2
-1.785445462,0.552142209,1.67490935,17
0.353414407,3.809391402,3.775121125,7
2.570456272,8.594788804,6.421105724,8
5.391613179,8.500712703,3.027251172,20
0.280061544,6.169624943,4.709720595,13
0.784973949,3.524371441,0.500848466,19
2.960333273,0.298539761,6.94445862,15
4.179401396,7.620365375,5.239951448,3
14.76641958,9.67541974,9.997982259,6
1.166096961,6.787178544,9.759047269,7
4.118050904,4.450168991,6.254557492,15
5.545630604,8.520017404,9.488043347,11
3.032367688,7.987495628,7.614205661,4
-4.661738246,9.040490375,4.358778743,12
1.684774901,6.336030317,1.909447138,19
3.213326464,5.391895322,0.027503495,3
2.168288032,3.51031502,2.234492563,15
5.334776375,7.074237699,6.73607063,15
2.064483345,3.451788668,3.601374549,3
-2.9436601,1.2949536,4.290211019,17
-0.574885514,9.554774205,3.154919574,7
2.796972839,8.302509533,5.049874098,19
4.882826669,8.609406513,0.785779555,1
3.181085881,9.000011135,6.106459382,19
-0.069171374,1.699937421,1.513415182,11
1.488045105,3.026936434,7.091085103,18
0.567775903,0.356962483,5.829399778,12
1.631081272,1.230276788,3.136936557,8
1.812040838,2.504531941,4.419037004,2
10.6473762,6.705362329,6.659195148,6
1.721835762,1.937508387,9.89183628,11
-1.544919941,3.743968392,1.69078375,12
-4.714753827,0.865426068,7.22673309,17
0.30611858,0.129067921,7.180112561,11
-3.026999427,7.946635229,4.570148496,17
3.655802806,8.084248814,2.437806255,15
2.438765456,7.738697925,5.54992904,18
1.059442514,0.782894001,4.234749861,7
8.155012304,1.132082227,7.703843794,9
1.609465701,3.240312473,7.250909139,19
-1.022356786,1.302838922,6.746973945,1
5.526360798,9.932830199,4.409967021,3
5.433239858,9.899241799,3.697974831,14
2.684510579,6.603124093,8.059957894,19
3.586452781,6.195633227,8.1368467,3
0.66128426,8.472845433,9.701442947,7
4.064569567,2.831806305,0.08156535,6
7.9281155,4.97980976,4.401346697,6
3.122076172,5.890023529,2.159656014,2
-1.977396444,1.923550181,2.185614367,17
1.062231429,1.200324388,8.201281931,11
1.453014882,2.441204116,7.164991216,19
1.611669651,3.825029337,4.959946766,19
7.618753055,3.089930895,6.795932255,16
0.4890645,0.172062281,3.73460996,5
5.082763247,8.556870716,4.137524809,14
2.079212038,5.268017426,6.381199395,18
1.623138259,1.141770289,8.953218982,5
-3.787345372,7.818640177,6.104289147,17
4.514215686,4.11417013,3.420058871,9
-5.893378324,0.792220696,9.418966689,17
3.252000524,1.950396113,8.105211419,20
-1.872109381,8.457902409,2.442013505,17
7.049649237,3.898690515,5.411448313,16
1.632812778,5.927626151,9.821492911,7
3.605141542,5.940181466,9.98415346,3
0.25640612,0.902878784,8.42752794,12
-0.15227237,7.356811159,9.970468623,13
-5.136405198,1.305860458,7.978659745,17
7.791929425,8.59187511,5.089766071,16
1.828413977,2.494417203,9.391824561,3
1.0034247,1.562047775,4.498041209,3
5.925332013,9.557794058,0.453562906,1
4.086597691,9.887318104,7.324705136,4
7.399591686,5.400672008,2.30373719,6
1.249369301,1.977208192,2.70798292,18
4.726084174,8.865067954,4.435873963,14
-0.552128536,1.221456954,7.218601534,4
3.005181928,5.951206582,8.107757617,14
-0.541822439,9.511759195,4.780054539,10
0.681544049,3.901890542,7.709984623,1
0.657137506,2.649054702,2.335236932,19
-5.814576502,1.891872622,8.325330249,10
2.370455279,6.007231665,2.858860383,4
-3.533906504,1.930719207,5.011632165,10
-0.000439311,4.772170158,2.090169764,7
3.941246885,9.073332013,3.465822702,4
4.305312018,6.273241499,8.683454557,11
2.998591718,8.832833322,8.717811115,18
3.745768658,4.075251783,6.502346324,20
0.747489472,0.877361128,1.834277201,7
-0.315693138,2.846220301,6.719978172,13
4.881008529,8.606025574,4.002914068,14
-0.531740223,4.457583027,2.006651466,10
8.005184294,2.696207236,7.242894855,9
0.578180268,3.618998176,6.69609484,1
3.033565736,9.250170591,5.931410936,19
2.956092012,2.018940032,6.637863226,20
-5.025091465,7.960402924,8.05835468,17
1.736694679,2.221529926,7.783321873,11
4.470105585,8.035754061,3.543721826,3
10.40959202,5.127748465,9.6273256,9
-3.036721701,4.990012476,4.463247494,17
1.30156841,2.936571843,5.848827204,5
-0.586213921,5.87739585,0.137487147,17
3.74805447,8.432946522,0.563104155,2
-0.929705512,0.847413011,0.911324017,10
-3.65086753,7.19941526,6.693224609,12
-0.384642173,0.033196232,4.264482816,11
0.179524811,2.927381322,3.56601102,13
3.95901317,7.219145261,0.019416693,8
1.374714906,6.710171031,4.275402781,5
0.047924125,6.548264876,4.540129742,7
2.95861327,7.42293573,8.60130751,1
-3.993982904,7.915757955,3.017614686,12
3.918972561,8.521899744,4.715488446,2
2.828297186,4.598744835,2.042651332,15
0.277149958,2.910428059,2.269361496,7
-3.014197614,9.587187434,4.548818094,17
5.601305257,4.303274113,4.331776742,9
0.318807442,2.291248287,5.253014192,4
1.8939286,3.662049305,3.730664859,14
0.665538926,6.09801224,6.653981311,7
4.439476236,7.997753106,5.942892849,11
6.836000429,5.196136662,4.986710073,16
1.472173943,2.591977022,9.330662212,18
1.192787458,4.642434325,7.775772749,4
5.775832827,8.84319958,4.636133697,20
2.68082838,9.509660366,0.064840664,19
0.734459471,4.72469094,2.064233779,5
1.65682922,8.236610298,2.85004975,5
2.634746891,8.712154736,7.699180073,5
2.237707548,5.027960399,6.029026259,19
1.292045353,3.680831869,0.080271221,18
7.734359446,4.386200279,6.235531108,16
8.115885134,3.632836191,8.096627316,6
4.670685243,1.660991607,3.906443231,9
3.675873959,7.605253197,9.806762384,2
1.259411529,1.812131579,7.52348305,7
1.543322919,1.108213463,6.402949276,7
0.575849862,8.6271492,1.883860722,13
0.30160941,0.968019569,4.418112996,19
1.369256993,3.924813187,2.863404485,4
3.159235982,9.639346276,5.246172012,8
0.264480104,1.538120804,9.125574692,8
2.521397095,6.308466531,0.718937165,11
4.12178488,9.392136822,3.206750376,2
2.419725417,4.17969285,4.466667706,2
