id,y,cte,x1o,x2o,xi
58,1,1,-1.457255162,-1.792914237,0.448399621
58,1,1,0.68961504,-1.255406538,0.448399621
59,0,1,0.708745138,0.905164633,-0.131421455
59,1,1,0.04421514,0.164525037,-0.131421455
60,0,1,0.329042874,-0.338594347,-2.687196218
60,0,1,0.204832679,-0.080770744,-2.687196218
61,1,1,-0.664725105,0.279597694,1.250115049
61,1,1,1.52283895,1.328377602,1.250115049
62,1,1,1.077438773,1.29945013,-0.424587843
62,1,1,0.028892937,-0.151670788,-0.424587843
63,1,1,-2.176131533,-2.298729948,0.749471534
63,1,1,0.654652917,0.660117212,0.749471534
64,1,1,-0.292699045,0.190501166,2.236436695
64,1,1,0.080720106,0.396340722,2.236436695
65,0,1,-0.832583088,-0.073268925,-1.672638336
65,0,1,0.426273434,-1.64570165,-1.672638336
66,0,1,0.253757396,-0.728965654,-1.315894082
66,0,1,0.960801127,-0.525945953,-1.315894082
67,1,1,2.080670486,1.389422525,1.760098379
67,1,1,0.183712805,-0.267620185,1.760098379
68,1,1,-1.419254436,-0.766249774,0.402409883
68,1,1,0.261798821,0.073131519,0.402409883
69,0,1,-0.102849087,-1.529650643,0.608310497
69,1,1,1.02714131,-0.51285064,0.608310497
70,0,1,-0.298727562,-2.129075069,0.006214396
70,1,1,0.634779444,-0.923759779,0.006214396
71,1,1,0.206654097,-0.718044142,0.110091455
71,1,1,-0.938590173,1.143395776,0.110091455
72,1,1,-0.767643874,0.792447807,-0.552783184
72,1,1,-0.718546951,-1.271720202,-0.552783184
73,0,1,0.324398617,1.100649072,-0.904078941
73,0,1,1.05411073,0.777792258,-0.904078941
74,1,1,-0.57727069,1.573839646,-1.113990869
74,1,1,-0.759889896,1.41168449,-1.113990869
75,1,1,-0.541783176,1.034488736,-0.066957482
75,1,1,0.402538816,-0.245285594,-0.066957482
76,0,1,0.256799914,-1.97006452,-0.146303399
76,1,1,-1.185573388,0.885361921,-0.146303399
77,1,1,-0.517104864,-0.78379169,0.02748396
77,1,1,0.80265902,1.403237552,0.02748396
78,1,1,-0.133612656,-0.200658718,1.745299462
78,1,1,-1.010286617,-0.602784097,1.745299462
79,1,1,-1.868078568,-0.879481396,0.085417091
79,1,1,-0.611935697,2.526751311,0.085417091
80,1,1,-0.511975697,2.251676521,2.813471323
80,1,1,-0.700686621,-0.069910631,2.813471323
81,1,1,-0.312424275,-0.089516992,0.946279495
81,1,1,-0.216669369,1.143237319,0.946279495
82,1,1,0.95959738,1.796708084,1.011681238
82,1,1,0.544727223,-1.037910592,1.011681238
83,1,1,-0.453564081,-2.203978207,-0.401160193
83,1,1,0.574254797,-0.812048064,-0.401160193
84,1,1,0.60403406,0.579874946,-0.21870028
84,1,1,-0.220006032,1.341085159,-0.21870028
85,0,1,2.256756794,0.204857258,1.709372037
85,1,1,-0.559921501,-0.084224208,1.709372037
86,0,1,0.798094183,0.584599646,-0.448367821
86,1,1,-0.280763916,0.119735096,-0.448367821
87,0,1,0.79846404,0.856278511,0.327937438
87,1,1,1.126016809,-0.11420596,0.327937438
88,0,1,0.355992567,-0.748564396,0.390456538
88,1,1,-0.251619013,-1.420458402,0.390456538
89,1,1,0.390381455,-0.684170918,-0.219721898
89,1,1,1.025330087,-1.489377603,-0.219721898
90,1,1,-0.388253405,0.968616007,2.223099189
90,1,1,1.125428233,0.601933427,2.223099189
91,1,1,0.600411689,1.779344064,0.722880006
91,1,1,0.819415131,0.072779942,0.722880006
92,0,1,-0.321613156,-1.903459683,-0.305534398
92,1,1,-0.398524661,1.112305167,-0.305534398
93,0,1,0.486313778,-2.203352465,1.116691224
93,1,1,-0.815173507,1.597200109,1.116691224
94,0,1,0.655958047,0.050961491,-0.670931445
94,0,1,2.045550442,0.159454946,-0.670931445
95,0,1,0.903181552,-0.095651203,-1.233494295
95,0,1,1.676887713,-0.25957888,-1.233494295
96,1,1,-0.397934016,0.368951955,-1.334167192
96,1,1,-1.738777112,-1.638684643,-1.334167192
97,0,1,0.942855944,0.277224415,1.710382063
97,1,1,0.116444683,0.641951793,1.710382063
98,0,1,1.243002465,-0.005677458,-0.035977222
98,1,1,1.332531305,-0.943154715,-0.035977222
99,1,1,-0.907609676,-0.404445155,0.444953438
99,1,1,0.159076012,-0.124940813,0.444953438
100,0,1,0.717381852,-0.489502444,1.217187249
100,1,1,0.667659515,-1.31969541,1.217187249
101,1,1,-0.088436327,-1.471934459,1.289501895
101,1,1,-0.09635588,0.687676496,1.289501895
102,1,1,-0.745987591,-0.605148654,-0.705472059
102,1,1,-0.494579184,-1.73699663,-0.705472059
103,1,1,-0.396012456,1.279097136,-0.087639177
103,1,1,0.233776638,-1.275018725,-0.087639177
104,0,1,1.000555231,0.176678333,-0.286698765
104,1,1,-0.634896227,0.891326091,-0.286698765
105,0,1,-1.102068518,-1.022578986,-0.504970732
105,1,1,-1.90358823,1.289470395,-0.504970732
106,0,1,0.052443289,0.384811052,-0.345742688
106,1,1,-0.085543082,0.110122506,-0.345742688
107,1,1,-0.251366881,0.938891195,2.04338464
107,1,1,-0.168740304,0.81670954,2.04338464
108,0,1,0.315269535,-0.914150838,-1.009868828
108,0,1,2.897069534,0.332111144,-1.009868828
109,1,1,-1.602777063,-0.650996887,0.32522475
109,1,1,0.986875407,-0.44167396,0.32522475
110,1,1,-0.019934761,0.228598199,-0.495876904
110,0,1,1.42181627,-1.924411853,-0.495876904
111,1,1,1.057414119,-0.510057064,1.01184532
111,1,1,0.985251169,0.051692849,1.01184532
112,0,1,-1.116178713,0.217384003,-0.512134842
112,0,1,-0.503305587,0.098129633,-0.512134842
113,0,1,1.716408075,0.13541641,2.15807612
113,1,1,1.281981398,-2.072333449,2.15807612
114,1,1,-0.412570183,-0.381106037,0.789102759
114,1,1,0.13512415,0.852913978,0.789102759
115,1,1,1.260196698,0.640180312,1.860673842
115,1,1,1.522771749,0.986101202,1.860673842
116,0,1,1.037049349,0.509629299,-0.143819696
116,1,1,-0.668676635,0.566303032,-0.143819696
117,1,1,-0.765236318,-0.354227755,-0.507452541
117,1,1,0.08854733,0.641574197,-0.507452541
118,0,1,0.229817766,-1.00867319,-0.57069438
118,1,1,0.925857509,1.810361385,-0.57069438
119,0,1,1.652499219,0.427139205,0.37130623
119,1,1,-0.418463171,1.641470803,0.37130623
120,1,1,-0.026762198,1.323672057,-1.689651813
120,0,1,0.873044524,-1.419037754,-1.689651813
121,0,1,0.392718288,-0.768652209,0.026671171
121,0,1,-0.004821491,-1.475660704,0.026671171
122,1,1,0.298458169,0.291145865,1.214623989
122,1,1,0.209674918,-0.890881885,1.214623989
123,0,1,0.385256651,-0.633609062,-0.41813662
123,0,1,-0.050358853,-0.764848652,-0.41813662
124,1,1,-2.557459097,-0.432757904,1.911460314
124,1,1,-0.394972752,-1.051511996,1.911460314
125,1,1,-0.712566466,0.246498859,-0.397535987
125,1,1,0.745032259,1.223764928,-0.397535987
126,1,1,-1.112382131,0.031416475,0.416446299
126,1,1,-0.481640099,-0.408741708,0.416446299
127,1,1,-1.950328411,-2.184856338,0.159849508
127,0,1,0.684765258,0.724144549,0.159849508
128,1,1,-1.54355575,-1.107504249,-0.336090219
128,1,1,-0.686561541,-0.936747515,-0.336090219
129,0,1,0.169890638,-0.357200951,-0.698320488
129,1,1,0.350405614,1.76527152,-0.698320488
130,1,1,-0.119482768,-0.723242672,0.53586128
130,1,1,-0.024330153,-1.026933489,0.53586128
131,0,1,-1.492657619,-0.883323484,-3.35013943
131,0,1,-0.794298234,1.078464112,-3.35013943
132,1,1,-0.457108843,0.246698335,0.280170133
132,1,1,-1.854861666,-2.124418401,0.280170133
133,0,1,-0.513782177,-0.235913047,0.044029938
133,1,1,0.44089031,0.888930022,0.044029938
134,1,1,-0.133802546,-0.884731609,1.160563582
134,1,1,0.460747796,-0.183686075,1.160563582
135,0,1,0.940253244,1.491992572,-0.193525701
135,0,1,0.521850846,-0.363977234,-0.193525701
136,1,1,-1.392755304,0.004760434,0.50710263
136,1,1,-0.774342612,-0.845795648,0.50710263
137,0,1,0.062340295,0.53678975,-1.556052512
137,1,1,-0.839346021,0.376521169,-1.556052512
138,1,1,-1.440042476,0.303933998,0.075559753
138,0,1,0.526156329,0.870747291,0.075559753
139,1,1,0.415823892,2.220504236,0.317447065
139,1,1,0.376709717,0.769936371,0.317447065
140,1,1,-1.095952133,1.520033167,0.231727918
140,1,1,0.585036143,-1.042469187,0.231727918
141,0,1,3.125650501,-0.707323464,-0.336023269
141,1,1,0.303548697,0.63842428,-0.336023269
142,1,1,-1.533874796,-0.718511399,-0.173633035
142,1,1,-1.861062134,-0.347241395,-0.173633035
143,0,1,0.396739532,-1.15781515,0.110567518
143,1,1,0.428027873,0.025525135,0.110567518
144,0,1,1.603377956,0.359431094,1.600140868
144,1,1,-1.710264929,0.774011116,1.600140868
145,0,1,0.083875412,0.236143178,0.204788392
145,0,1,0.639076402,-0.776879298,0.204788392
146,1,1,0.110030381,0.5905981,0.671263418
146,1,1,-1.272519175,-1.409919697,0.671263418
147,1,1,-0.602031608,1.274830361,-1.148445875
147,1,1,-0.01944613,-0.480398293,-1.148445875
148,0,1,-0.209725764,-0.252803302,0.110763856
148,1,1,0.722496724,-0.313714096,0.110763856
149,0,1,0.414538585,-0.51061609,-0.941600699
149,1,1,0.52937126,1.043790075,-0.941600699
150,0,1,0.824503702,0.652535891,-0.495904658
150,1,1,-0.326294244,-1.665494716,-0.495904658
151,1,1,-0.063294707,-0.670368288,1.340848598
151,1,1,-1.537761491,2.045976361,1.340848598
152,1,1,-0.073751754,-0.897700814,1.111156633
152,1,1,0.10266866,0.099199898,1.111156633
153,0,1,1.334362119,0.676686956,-0.753580123
153,0,1,0.201758774,-0.954773116,-0.753580123
154,1,1,-0.12794172,-0.462919522,1.182463407
154,1,1,0.59223197,-0.156632781,1.182463407
155,1,1,0.067452012,0.494170128,0.721909796
155,1,1,1.423423733,-0.804077509,0.721909796
156,1,1,-1.067326209,-0.130366662,0.231124151
156,1,1,1.042799841,-1.030327772,0.231124151
157,0,1,0.496017316,-0.774849473,-0.925624844
157,1,1,0.058059929,-1.454552249,-0.925624844
158,1,1,-0.183490709,-0.009749345,0.783959599
158,1,1,0.9609753,0.519938069,0.783959599
159,0,1,0.190406833,-0.035262936,0.018861819
159,1,1,0.240095244,0.101893955,0.018861819
160,1,1,-1.288110865,0.509137051,-0.399448927
160,1,1,0.894619117,0.564774436,-0.399448927
161,0,1,1.437344969,0.006698969,-0.132820987
161,0,1,1.141027959,-0.868290616,-0.132820987
162,0,1,2.9117345,-0.448063095,1.207773735
162,1,1,0.025456988,1.078056157,1.207773735
163,0,1,0.241109817,-0.178343658,-1.910583747
163,1,1,-0.713821475,0.606169298,-1.910583747
164,1,1,0.426749401,-0.517565031,-0.731051979
164,1,1,0.394057454,-1.108678235,-0.731051979
165,0,1,1.3252904,-0.783072276,0.52574711
165,1,1,-0.223204661,0.998087296,0.52574711
166,1,1,-0.340332865,0.12126303,-0.135408761
166,1,1,-1.49453275,-0.49698521,-0.135408761
167,1,1,-0.591957379,-0.472203326,0.134315673
167,1,1,-0.474302387,-1.218652493,0.134315673
168,1,1,-0.295019436,-0.365146005,1.143913684
168,1,1,1.096818331,0.488383525,1.143913684
169,1,1,0.448817508,-0.629168855,0.627962142
169,1,1,0.78710872,1.026334333,0.627962142
170,0,1,0.197416735,0.842999246,-0.935129239
170,1,1,-0.036820393,1.81815769,-0.935129239
171,1,1,-0.833435004,-0.564173004,-0.237968879
171,1,1,0.032053817,0.045904475,-0.237968879
172,1,1,0.418657318,0.701505666,-1.097145797
172,1,1,0.498800931,-0.654087423,-1.097145797
173,1,1,-1.270517897,0.758044714,1.166782387
173,1,1,-1.231174337,1.197722786,1.166782387
174,1,1,-0.105712067,1.212748821,0.313298834
174,0,1,0.660554784,0.586540423,0.313298834
175,0,1,-0.740684782,0.556221568,-1.021589949
175,1,1,-1.44728629,1.220894926,-1.021589949
176,1,1,-2.777068142,0.228649381,1.977734601
176,1,1,1.86608636,0.072672779,1.977734601
177,1,1,0.75726339,1.930946961,-1.309413206
177,1,1,0.041141878,1.050034936,-1.309413206
178,1,1,0.188824449,0.904534587,1.187018888
178,1,1,2.140750634,0.198599989,1.187018888
179,0,1,-0.214945035,-1.549428762,-0.971713776
179,1,1,0.244840496,1.600424621,-0.971713776
180,0,1,-0.321929156,-1.308916294,-0.713537994
180,1,1,0.224011736,-1.358594964,-0.713537994
181,0,1,0.946511529,0.419651777,-0.846098381
181,1,1,-1.16033146,0.997113955,-0.846098381
182,0,1,-1.559459462,-0.542838234,-1.285702629
182,1,1,-0.076624264,0.948305482,-1.285702629
183,1,1,0.074936767,0.834629713,0.180716374
183,1,1,-0.327283735,-0.136701955,0.180716374
184,1,1,1.085999729,-0.331634306,0.003180462
184,1,1,0.632994182,0.015551781,0.003180462
185,1,1,-0.421934666,0.120900928,-0.770178665
185,1,1,-0.244391461,2.459251951,-0.770178665
186,1,1,-0.998977395,-1.440133763,-0.759346411
186,1,1,-0.945195755,-1.017982065,-0.759346411
187,1,1,-0.014011537,1.092590748,0.151071983
187,1,1,1.090811554,-1.445562895,0.151071983
188,1,1,0.352122044,0.750468229,-0.539775617
188,1,1,-1.517071021,-1.356038014,-0.539775617
189,0,1,0.153403775,-1.262881546,-1.408559833
189,0,1,1.78716143,-0.194789497,-1.408559833
190,1,1,-0.49473331,-0.333746992,0.200541228
190,1,1,-0.524629967,0.005231611,0.200541228
191,1,1,-0.463141426,1.366192211,-0.31794837
191,1,1,0.259645462,-0.112164251,-0.31794837
192,1,1,-1.398122562,0.837032122,0.133682438
192,0,1,0.772554546,-0.577471856,0.133682438
193,1,1,-0.500354313,-0.319664797,0.780081934
193,1,1,0.434594429,-1.006605427,0.780081934
194,1,1,-0.035551745,0.906299157,1.482632588
194,1,1,-1.362773786,0.060216459,1.482632588
195,0,1,-0.834219824,-0.926888668,-1.839127564
195,1,1,-0.185736308,-0.892561753,-1.839127564
196,1,1,0.416220754,-0.131854048,-1.683518378
196,1,1,-1.015096512,-1.234716947,-1.683518378
197,0,1,0.336723461,0.130372744,-0.000390727
197,1,1,0.077250439,-0.02329493,-0.000390727
198,1,1,-0.047451481,1.659767202,0.349094744
198,1,1,-1.02062681,-0.774117709,0.349094744
199,1,1,-1.464436549,1.673555296,-0.399286168
199,1,1,0.723071866,-1.044965346,-0.399286168
200,1,1,0.871633966,0.228340633,1.071696197
200,1,1,0.001145205,0.040856623,1.071696197
201,0,1,0.907817766,-0.034231826,-0.31432159
201,1,1,-1.125000688,-0.976855028,-0.31432159
202,1,1,-0.564742976,0.819113621,0.584989767
202,1,1,1.103494756,-1.949800159,0.584989767
203,1,1,-0.986542031,0.129797933,0.45254771
203,1,1,1.472045363,-0.244194127,0.45254771
204,0,1,0.114286414,-0.193302302,-0.140221412
204,1,1,0.200269494,2.40605492,-0.140221412
205,0,1,-0.008164071,-0.312965556,-0.472913508
205,0,1,1.324903719,-0.767610942,-0.472913508
206,0,1,1.308291854,1.394081029,0.433847737
206,1,1,-0.023591578,-0.904200994,0.433847737
207,0,1,0.560356327,-0.955034332,-1.930321739
207,0,1,1.352410821,-0.6754045,-1.930321739
208,0,1,1.383988251,0.183313484,-2.09345603
208,1,1,-1.33809669,-0.025047591,-2.09345603
209,1,1,-0.119807671,0.768419687,2.093426815
209,1,1,0.936196023,-0.27373532,2.093426815
210,1,1,-0.594540079,-0.252435234,0.946208326
210,1,1,-1.789542038,-0.450498546,0.946208326
211,1,1,-0.473625648,1.189006371,0.803925158
211,1,1,0.130372381,1.485936564,0.803925158
212,0,1,-0.165420444,-1.893247791,0.705060651
212,1,1,0.340519098,-0.378611628,0.705060651
213,1,1,-0.053464893,-1.207599893,0.738256601
213,1,1,0.054029232,0.376415469,0.738256601
214,1,1,0.316633112,-0.24679916,-0.537035382
214,1,1,0.128926806,1.297141912,-0.537035382
215,0,1,0.632350444,-0.171046793,-0.545420214
215,0,1,0.641525684,-0.879170231,-0.545420214
216,0,1,1.91607133,0.142078659,-1.599885517
216,1,1,-0.600120299,0.791266294,-1.599885517
217,1,1,-0.702905446,1.050284198,1.467349358
217,1,1,0.111835113,-0.356106988,1.467349358
218,1,1,0.365746289,-0.933569572,-0.004595107
218,1,1,0.575259913,0.416839449,-0.004595107
219,0,1,0.658839102,-0.388439136,0.426634631
219,1,1,0.857170402,0.035236824,0.426634631
220,0,1,0.679742069,0.672658132,-0.218315266
220,1,1,0.516647247,-0.383383687,-0.218315266
221,0,1,0.404476312,0.226366449,-0.049282345
221,1,1,-0.045995396,-1.458111429,-0.049282345
222,1,1,-0.730940654,-0.825187627,1.335621616
222,1,1,0.622752255,1.7684924,1.335621616
223,1,1,-0.867825665,1.708468736,1.612410343
223,1,1,0.728449922,-1.602052708,1.612410343
224,1,1,0.301585758,1.733198024,1.752591277
224,1,1,-0.57736047,1.29454736,1.752591277
225,0,1,0.314486117,-0.026542225,0.001684242
225,1,1,-0.958697567,0.803273598,0.001684242
226,1,1,0.270031913,1.625374556,-0.669341188
226,1,1,-0.208062312,-0.293491745,-0.669341188
227,0,1,0.029530057,-1.96218962,-0.124552274
227,1,1,-1.559023531,-0.765797135,-0.124552274
228,0,1,0.984946913,-0.685357564,-1.866171696
228,1,1,-0.833396303,-0.222784326,-1.866171696
229,1,1,-0.117230941,0.07940599,-0.675308647
229,1,1,-0.746655407,1.772802215,-0.675308647
230,1,1,-0.082181139,0.010048281,0.048248123
230,1,1,0.778104437,0.318815096,0.048248123
231,0,1,-0.500485831,-0.162447657,0.636094671
231,1,1,-2.156321707,0.271597663,0.636094671
232,0,1,-0.234093089,-0.854306018,-0.319224386
232,1,1,0.488594331,1.886997461,-0.319224386
233,0,1,0.56623071,-1.555460804,-1.234948883
233,1,1,-0.693730035,1.598168046,-1.234948883
234,0,1,2.560110432,-0.667895902,0.96229103
234,1,1,1.713767618,-0.468193815,0.96229103
235,1,1,0.346040759,-0.554671804,-0.1931895
235,1,1,-0.755405304,-1.062058264,-0.1931895
236,1,1,0.423529519,0.750430577,1.654469303
236,1,1,0.472183238,-0.151464065,1.654469303
237,0,1,0.28493556,-1.022998033,0.791675439
237,0,1,1.200590695,-0.529356628,0.791675439
238,0,1,0.56167228,0.296161693,0.327957462
238,1,1,-0.959385281,0.641072665,0.327957462
239,1,1,-0.393254059,1.648502856,-0.639436845
239,0,1,0.793908003,-1.376645555,-0.639436845
240,1,1,-1.019219706,0.02576146,0.606383986
240,1,1,-1.788239741,0.916177727,0.606383986
241,0,1,-0.873913266,-0.565664714,-1.966190259
241,0,1,0.112614351,0.288535877,-1.966190259
242,0,1,1.548925292,-1.541517401,0.727478558
242,0,1,0.142475882,-1.033243526,0.727478558
243,1,1,-0.008569037,-0.571693945,0.299973889
243,0,1,0.683946064,-1.039509767,0.299973889
244,1,1,-0.332409583,-0.118321665,1.646227884
244,1,1,1.719270169,0.571006626,1.646227884
245,0,1,1.29975375,-0.013910246,-0.980650464
245,1,1,-0.513115111,0.745727602,-0.980650464
246,1,1,-0.307754928,-1.211657216,0.061174931
246,1,1,0.560326518,-0.341710209,0.061174931
247,1,1,0.817559877,-0.931549524,1.345502938
247,1,1,-0.114033335,0.061466286,1.345502938
248,0,1,0.633995777,1.938382251,-0.391845741
248,1,1,0.714747367,1.114297174,-0.391845741
249,0,1,0.994995163,-0.172781599,0.230038995
249,1,1,0.981786416,-0.507613491,0.230038995
250,1,1,0.655137414,0.708202124,0.648283478
250,1,1,0.810100647,-0.282837072,0.648283478
251,1,1,-0.804612066,0.440477189,0.955823204
251,1,1,1.432337456,-0.086403296,0.955823204
252,0,1,1.493060605,0.27523586,-0.650644542
252,1,1,-0.099069371,-0.568400057,-0.650644542
253,1,1,-0.539593346,-0.077633909,1.273749604
253,1,1,-1.668967863,0.594057726,1.273749604
254,1,1,-0.852573051,0.157291996,1.486005153
254,1,1,0.605933257,2.535856283,1.486005153
255,0,1,0.88900272,-1.604704665,-0.20684363
255,1,1,0.084754329,0.313692053,-0.20684363
256,1,1,-1.960221273,-0.338624146,0.19494781
256,1,1,-0.189982182,-1.441120566,0.19494781
257,0,1,1.421139929,0.399197341,1.208215356
257,1,1,1.985053399,-1.280852422,1.208215356
258,1,1,0.45330737,-0.378875133,1.29305628
258,1,1,-0.809785206,0.484057756,1.29305628
259,1,1,-0.276022575,0.325393865,0.5448986
259,1,1,1.62276178,-0.092148846,0.5448986
260,0,1,0.696602828,-0.014035717,0.067648064
260,1,1,-1.742173556,-0.22462099,0.067648064
261,0,1,-0.192496204,0.114153904,-1.589317837
261,1,1,-1.498973109,-0.861501126,-1.589317837
262,1,1,-0.451985714,-0.253007785,-0.042217406
262,1,1,1.296130083,-0.335529923,-0.042217406
263,1,1,-0.301572259,-0.480091639,1.65310927
263,1,1,0.275571884,-1.012182577,1.65310927
264,1,1,0.14524668,0.886577178,0.712269248
264,1,1,1.661429142,0.233678518,0.712269248
265,0,1,1.131143158,-0.695301729,-0.37201733
265,1,1,-0.556171343,-0.452698658,-0.37201733
266,1,1,-0.581062034,0.892809008,-0.193430231
266,1,1,-1.525443903,0.492561801,-0.193430231
267,1,1,-0.988598046,-0.251863854,0.43527874
267,0,1,1.136147466,-2.298684781,0.43527874
268,0,1,1.034318866,-2.167963262,-0.646037127
268,0,1,1.644503398,-1.237580036,-0.646037127
269,0,1,-0.326309598,-1.172315856,-1.516922483
269,0,1,-1.028645671,0.023379407,-1.516922483
270,1,1,0.299257055,-0.310935586,0.229515155
270,1,1,-0.666669365,0.066025014,0.229515155
271,1,1,0.030458694,-1.535390776,2.475402167
271,1,1,-0.093597246,-0.591656667,2.475402167
272,1,1,-0.067536484,0.105015905,2.821807708
272,1,1,-0.198862439,0.817122225,2.821807708
273,0,1,0.777482306,0.241472412,0.963709466
273,1,1,-0.260339546,-0.928591578,0.963709466
274,0,1,0.440910367,1.260751386,0.91467379
274,1,1,-0.819937377,-1.236348761,0.91467379
