y,x1,x2,species
2,0.067965536,0.609207807,8
0,0.070532221,-0.849431979,18
3,0.388808032,0.440364807,6
0,-0.104070245,0.118034085,18
1,0.833799444,0.379111119,19
2,0.938253195,-0.198357316,7
1,-0.485913749,0.531383487,13
3,-0.648755976,0.005246701,7
2,-0.209819906,-0.247858202,6
0,0.564872961,0.897252909,5
0,0.282026635,-0.452036879,11
1,-0.999203806,-0.697124343,3
2,0.407849017,-0.973123999,6
2,0.84893368,0.214889986,3
2,-0.574382744,-0.757405473,14
2,0.063896452,0.250397355,7
0,0.978567024,0.473034879,9
2,0.097584663,0.036641611,7
0,0.169656351,-0.241248731,11
0,0.800861258,0.290029799,16
1,0.40789838,0.267178709,3
1,0.29837316,0.584066065,9
1,0.752642778,-0.949052706,8
0,-0.809027605,0.915282647,11
2,-0.647799273,0.059748353,17
1,-0.583952764,-0.110412456,5
1,-0.734715974,0.794907167,15
0,-0.855621308,0.970587571,20
0,-0.330105391,0.894367128,8
0,0.072616997,0.437355134,16
0,-0.173885175,-0.824110429,20
1,-0.570738711,0.243539817,17
3,0.289113945,0.983674191,16
1,-0.479590105,-0.725922868,19
4,0.139236225,0.626097533,11
1,0.67806856,-0.141749218,5
1,-0.236667035,-0.491804013,2
1,-0.454043609,0.876415825,8
2,0.770419443,0.305425965,13
2,-0.867127211,0.062976301,7
1,0.614276798,0.610609866,11
0,0.746702312,0.227217554,2
2,0.891457154,-0.976569552,20
0,0.734375787,0.549717133,2
3,0.770924401,0.546295504,10
1,-0.190429749,-0.658296525,5
1,-0.446272507,-0.823132001,12
3,0.447932623,-0.872729996,4
2,-0.406408973,0.001077364,20
2,-0.48501415,-0.142669423,8
1,0.680598322,-0.942235034,4
3,-0.067005273,-0.539885967,19
0,-0.563094146,-0.611435693,14
1,0.912721373,-0.17800336,18
1,0.335682817,0.685013131,20
1,-0.282320103,-0.239086251,10
0,-0.606782075,-0.798530172,13
0,-0.602323283,-0.896814796,14
0,-0.768010238,-0.304851036,7
3,0.642555463,0.306537885,2
0,-0.417591175,0.750804746,19
1,-0.037133003,0.322263167,8
4,-0.438881868,-0.25646038,2
1,-0.124296365,0.209578016,6
0,0.381819879,-0.077821908,1
3,0.516147567,-0.498469043,14
2,0.532030058,0.892548244,3
1,0.565946584,0.659971152,4
1,0.667646064,-0.899946495,19
0,0.551360853,-0.319162253,20
0,-0.85488747,-0.140118998,3
0,0.162262484,0.490246112,13
6,-0.866597006,0.074254131,17
3,0.92626854,0.532506663,10
3,-0.998138676,-0.709501162,17
0,-0.966260292,0.330331793,18
1,0.520282638,-0.721697908,8
0,-0.394404681,0.996847875,16
2,0.536656443,0.75121947,2
3,0.445595335,0.059141068,17
1,0.087489889,0.994553792,19
5,-0.78818765,-0.259244602,2
5,-0.350164341,-0.518248703,17
2,0.622267848,0.69983908,18
3,0.758613508,0.382450199,8
3,0.330754311,0.596350156,12
4,0.137421546,-0.538877169,14
1,-0.565996681,0.662441393,10
0,-0.016707607,-0.857197938,4
1,-0.386549342,0.052020481,18
1,-0.971378858,0.43151163,17
1,0.543263116,-0.434295672,2
1,-0.847598718,-0.360436199,8
1,-0.623063157,-0.30827166,14
1,0.248449055,-0.082735446,5
2,0.546356698,0.416769439,10
2,0.711916713,0.948386075,7
2,0.116962368,-0.99402244,4
1,0.134610496,0.118893398,13
0,0.945761953,0.032145491,19
4,0.942502565,-0.312332004,3
0,0.540761394,-0.77719152,3
4,-0.718078851,0.402185369,15
3,-0.514199772,-0.697623874,6
3,-0.087766884,0.141621939,20
0,-0.763403202,-0.701827127,10
5,-0.440370812,-0.59951678,17
4,0.058288147,0.325338522,9
0,-0.76962327,-0.427189288,15
0,-0.91377877,-0.561302504,6
0,0.690983653,-0.794976008,2
0,-0.865269841,-0.842561809,14
0,-0.463673139,-0.885837917,8
2,-0.135661596,0.806378396,11
2,0.492956416,-0.548186417,13
2,-0.580908977,0.528174069,1
4,0.911254365,0.637226174,8
1,-0.338576791,-0.282196989,16
1,0.588633613,0.099127321,20
1,-0.336533351,-0.28493832,11
0,0.308059018,-0.264510036,10
5,0.553953465,0.192632786,11
4,0.376066711,-0.901777499,5
0,-0.942875734,-0.235376811,4
1,-0.453531743,-0.489833004,14
1,0.633451287,-0.40540134,19
0,0.928345534,0.956378832,3
1,0.695139332,0.455423135,13
1,0.201795374,-0.30473163,13
0,0.700270582,0.62645857,1
1,-0.339142553,-0.226562571,18
0,-0.129852467,0.953698732,11
0,-0.779199171,-0.517473246,4
0,0.171499138,-0.541880404,16
0,0.782371141,0.976715122,3
3,0.525153661,0.796107253,2
2,0.486561453,0.850567616,15
1,0.740033611,0.8677028,2
0,0.006334027,0.222285811,6
0,-0.865299345,-0.352349631,10
2,-0.944774135,0.364833966,15
1,0.613636819,-0.619553558,1
3,0.61095857,-0.822027802,4
1,0.927020681,-0.200274831,4
0,0.887041911,-0.277413522,12
3,0.835431467,0.264861034,10
2,-0.769988097,-0.113135058,8
0,-0.660657078,0.969080179,12
1,-0.005985257,-0.776533104,15
1,0.547285597,0.079522187,13
0,0.234726942,0.340204292,4
0,0.978706074,0.082361557,6
0,0.081662,0.623171332,13
3,0.092705199,0.584351832,14
1,0.636177245,0.114461983,6
1,-0.971653132,0.36721718,6
0,-0.447196166,0.824434543,14
0,0.957233241,0.211857456,13
1,0.203501848,-0.482194119,9
3,-0.145669395,0.619961718,16
1,-0.443989915,0.189521955,10
1,0.95546204,-0.584979523,19
1,0.00162625,-0.729530229,10
0,0.015091348,0.203954863,18
1,0.901582118,-0.0880349,13
0,0.640836763,0.49269353,3
1,-0.231255323,-0.711643208,19
1,0.228028315,-0.895065812,8
2,0.224470377,-0.323133277,10
4,-0.400401847,0.395698162,14
3,-0.276076739,0.723871459,17
0,-0.662621031,-0.568381464,4
3,0.781934613,0.760769694,19
1,0.977894871,-0.49451477,13
0,0.933502499,0.231045755,8
2,0.20620559,0.748417425,12
1,-0.294596267,0.474379324,7
1,0.553023564,-0.273716562,19
1,0.423132775,0.357998383,6
0,0.874390779,-0.778453358,1
0,-0.121509984,0.094994322,3
1,0.143230733,-0.380191903,13
0,-0.298197277,0.629859486,19
0,0.652156964,0.127599196,9
5,0.112181832,-0.054201081,17
0,-0.055828528,0.60700345,5
0,-0.120669303,-0.890055018,19
3,0.276798746,0.565232912,10
0,-0.879861697,0.376016551,11
2,-0.803189333,0.636614939,14
2,0.044843847,-0.943677491,17
3,-0.083781146,-0.704077838,14
3,0.806754334,-0.506531531,14
1,-0.232993096,-0.565146764,4
0,-0.490965554,-0.53097388,15
1,-0.571174166,-0.809773228,7
0,0.131080826,0.951416982,18
0,-0.193182745,0.935313976,2
1,-0.835639009,0.863749999,20
1,-0.940523066,0.573501179,5
0,0.369668892,-0.503428192,7
1,0.249147926,0.666271098,7
1,-0.963314362,0.924672261,15
2,-0.438753454,-0.14858271,19
1,-0.666703667,0.9874608,16
1,0.946096781,-0.322066165,8
1,-0.038753118,-0.039998346,5
0,-0.745458136,-0.361118929,8
1,-0.628870238,0.347574907,9
0,-0.939237038,-0.779549135,18
2,-0.606248935,-0.540481194,9
0,-0.717123602,0.178769998,14
0,0.209014557,0.894799406,7
3,0.228268251,-0.16271753,3
0,-0.092901309,-0.35273167,13
1,0.914004595,0.537414599,4
1,0.685865984,0.986836642,17
3,0.787470865,0.798361957,13
0,0.001628472,0.236626749,13
1,0.44088431,-0.376509398,12
1,0.246577157,0.403868327,17
1,0.560579673,0.017963115,8
5,0.203236932,0.881282321,17
1,0.934925802,-0.369831285,1
1,-0.136759018,0.679805617,10
2,-0.761888158,-0.135361208,10
3,-0.688341896,0.180982389,6
0,-0.898235782,-0.454977353,16
0,-0.980603816,-0.636781249,13
2,-0.929084424,-0.510268105,3
0,-0.670713136,-0.829522751,17
1,-0.185954224,-0.033810555,14
1,-0.470098394,0.014368049,20
1,-0.491436574,-0.46738119,13
5,-0.709719867,0.840395894,7
3,-0.14107063,0.16488519,17
0,0.741642425,0.154966896,3
0,0.013545065,-0.458166169,2
0,-0.24426875,0.63185519,20
0,-0.859146368,0.002297358,12
2,0.268879157,0.577979384,9
6,0.552883707,0.84417899,10
1,0.575591433,0.110363766,14
3,-0.511685578,0.621376058,1
1,-0.299710181,-0.268365073,8
1,0.477874945,-0.20412266,2
1,-0.63002257,-0.217926761,10
0,0.525080466,0.322059427,11
3,0.444685459,0.548293826,19
0,0.378486873,0.07549363,4
4,0.999032299,0.051763535,2
0,0.332252162,0.32350095,19
1,-0.381156084,-0.938778566,9
1,-0.799729839,-0.172530643,13
1,-0.628362785,-0.690199025,5
1,-0.553342673,-0.586416106,5
0,0.949555392,-0.356042692,10
0,-0.24149613,0.366912789,18
1,-0.167463371,0.949221073,3
1,-0.06127234,0.294906697,19
0,0.696367892,0.621248921,18
0,0.106645234,0.396467984,6
0,0.122649357,0.017843792,19
2,0.944309092,-0.79173334,13
2,-0.529640628,-0.239739323,1
0,0.738876776,0.961951962,12
1,0.472559031,-0.37065976,20
1,0.773601598,0.053094149,2
3,-0.499203617,-0.414139493,9
0,-0.812100873,0.386844412,12
2,0.93577054,0.378367215,10
0,-0.584605763,-0.416499097,10
2,-0.66220821,0.131944708,14
1,-0.431535869,-0.364413324,13
0,0.887656051,-0.189676314,15
0,-0.420592679,-0.030441419,11
3,0.517169422,0.540456398,2
1,-0.031804377,0.100519597,5
2,0.9774705,0.418411186,4
1,-0.459460762,-0.705577146,17
1,0.544538995,0.424252583,14
1,-0.384347531,0.270420114,3
1,0.123772302,-0.04343756,16
1,-0.978282731,0.735170065,18
2,0.051364103,-0.300053782,16
2,0.437716711,-0.558047269,3
0,0.465126031,-0.944304044,16
2,0.436105509,-0.723617405,2
2,0.669374183,-0.354875404,20
0,-0.398876798,0.487189227,3
1,-0.409918394,0.999280164,6
1,-0.750296028,-0.198493745,1
0,0.711525463,-0.991582301,20
0,-0.668625091,-0.297696427,10
1,0.111323581,0.60573263,7
1,-0.108583137,0.520274077,1
0,-0.439924307,-0.5862022,6
2,-0.355117467,0.303026022,1
0,0.463798081,-0.259265909,3
1,0.485412757,-0.524914059,14
1,-0.791331814,0.865640568,7
3,-0.669503225,-0.811860166,19
2,-0.123655071,0.923889725,17
0,-0.683138084,-0.665326772,9
0,-0.554925061,-0.028941053,13
0,-0.44381758,-0.935834875,12
1,-0.599772764,0.951149596,19
1,-0.183474661,-0.37172642,12
0,-0.959641896,-0.264721115,13
1,0.783858934,-0.380219472,3
1,-0.000587788,-0.888029601,6
2,-0.548230608,0.499284208,9
0,-0.51152913,0.222382093,13
1,-0.309355018,-0.894348416,15
2,-0.102580403,0.156301192,7
1,0.259112163,0.90598093,15
5,0.513927735,-0.914253262,3
2,-0.679056942,-0.464066282,13
1,0.814170778,0.474623263,2
0,-0.889571558,-0.66501813,17
2,-0.23812172,-0.244975775,7
1,0.718957761,0.284221145,8
0,0.700142541,-0.394549766,20
2,0.233924989,-0.058055881,13
1,-0.295125712,-0.899830307,19
2,-0.940292048,0.388891724,15
4,0.524073075,0.04799029,3
0,0.935083948,0.999596452,6
1,0.357435709,0.951809454,7
1,-0.109966202,0.250911498,15
1,0.704003481,0.897608669,11
3,0.597499126,0.522841132,4
0,0.808098075,-0.128244251,12
4,0.267206063,-0.618110572,19
0,0.078379064,-0.994499301,3
1,-0.297936996,-0.553101487,15
1,0.41484754,0.347214126,15
1,-0.309642266,-0.27972509,3
3,-0.74100928,-0.141957796,17
1,0.910954841,-0.369016085,7
1,0.660501907,0.00997482,19
0,0.721881303,-0.842844089,1
0,0.800002227,0.221291876,19
1,-0.660012516,-0.697316964,11
0,-0.394612713,0.418217021,18
1,-0.928607503,0.165879956,12
3,-0.753944642,-0.372612689,8
0,-0.499093612,-0.116192599,2
1,0.341072466,0.33183903,6
0,-0.612498323,0.978367256,11
0,-0.251206322,-0.66184325,12
3,-0.826914786,0.445346618,17
1,-0.974186416,0.436022512,11
4,0.589327046,-0.085970301,17
1,0.616849763,-0.512438749,15
3,0.547739585,0.109985808,18
0,-0.8434212,-0.153050028,7
1,-0.773583555,0.540768759,9
0,-0.351937505,0.450181828,19
0,-0.739432216,0.349394789,1
1,0.98656604,-0.118006596,3
2,0.97984836,-0.260405034,14
1,0.320624819,0.611991579,19
1,0.239126645,0.62736934,3
1,0.694569087,0.940288589,7
1,-0.433638739,-0.98368693,6
1,-0.004038048,-0.119730661,6
0,0.178004706,-0.568068797,2
0,-0.615289964,-0.562877127,17
0,-0.759935122,0.640256386,11
1,-0.511759177,0.432998243,19
0,-0.234994133,-0.008010647,19
2,-0.382013821,0.359186451,16
3,-0.965587544,-0.253078008,5
0,0.711374143,-0.172495038,14
0,0.053603485,0.276239879,18
0,-0.771645942,0.790643796,5
0,0.563728035,0.220857829,17
0,-0.177165974,-0.315988226,9
10,-0.841555861,0.883793338,17
1,-0.609920777,0.621042284,20
1,0.691580482,-0.511597299,17
1,-0.220261897,0.082289663,16
2,0.18552523,0.964298582,7
1,0.188036293,0.996830692,3
1,-0.819424243,0.685505588,12
0,0.471362232,0.994093725,13
2,-0.738827908,0.595731949,17
1,0.718375022,0.017953214,16
0,-0.501116559,0.878364912,3
1,-0.687590445,-0.100391758,3
4,0.911558812,-0.909287419,1
3,0.977463621,0.464941027,4
1,0.080134402,-0.539252562,6
0,-0.604558362,-0.458403416,18
2,0.773013591,-0.112825207,14
1,-0.755708609,0.443720307,4
0,0.190241316,0.621551523,14
3,0.902351839,-0.043989092,10
1,-0.219621892,0.541996925,1
0,-0.47018906,-0.532952614,19
0,-0.621625476,0.66506605,10
0,0.201446333,-0.428227923,4
2,-0.613856159,0.002326433,10
0,-0.045565968,-0.581966047,7
3,0.814666403,-0.30683546,4
1,0.2546483,0.736690911,11
1,0.766566664,0.743562223,18
2,-0.184949643,0.300469265,20
0,-0.824527774,-0.63314456,7
1,-0.43075594,0.343995634,13
5,0.721205115,-0.199417186,14
4,-0.108483395,-0.598669707,10
1,-0.460758553,0.448578971,9
0,-0.276200365,0.339218968,1
1,0.850034118,0.186282187,19
1,-0.596211994,0.327572645,20
3,0.592080585,0.611670936,17
0,-0.555694015,0.556664375,11
2,0.607150812,-0.291255635,3
0,0.025549693,0.92546512,9
0,-0.001997505,-0.107350501,17
0,-0.412685631,0.169765441,5
1,0.17547917,-0.972502571,17
1,0.686589304,-0.887379169,2
0,-0.830517398,-0.817735197,10
1,0.439883052,0.338644922,12
0,-0.993360754,-0.147103437,11
2,-0.414523736,-0.286797796,13
1,0.443829052,-0.996116661,8
2,0.342034206,-0.144919444,5
0,0.309652975,-0.091974052,7
0,0.484587146,0.720261502,1
0,0.583151591,-0.396477063,12
3,0.704379949,-0.056902311,2
1,-0.080251033,-0.591469734,15
4,-0.417914388,-0.546127701,7
4,0.917437487,-0.090236381,17
1,-0.139345177,-0.133644652,9
1,-0.541750343,0.050602838,4
3,-0.267590139,-0.253867028,14
1,0.219602448,0.330796262,7
1,0.599550621,0.18857857,11
1,0.039227332,-0.002657985,16
2,-0.481604596,0.866132442,18
2,-0.071513135,0.55515455,4
0,0.768639916,-0.072773261,20
2,0.901932073,-0.987031867,19
2,-0.055061812,-0.587153244,5
3,0.64732206,-0.42999005,5
1,0.742430947,0.539836015,5
0,0.00559208,0.205805252,19
1,-0.263833626,-0.983945756,18
0,-0.122759944,0.247106222,16
0,-0.273432762,0.619325463,6
0,-0.667801679,-0.218711354,9
3,0.521050639,0.961352477,2
1,-0.637573684,0.50469661,7
0,-0.778357307,0.280589855,7
2,0.72542984,-0.623227856,13
3,-0.806396086,-0.116377401,19
0,-0.215037363,-0.427319103,4
0,0.927869255,0.049234402,8
1,-0.692375839,0.825114938,8
0,0.261693306,-0.856212567,11
1,0.878427364,-0.358649925,2
0,-0.16406143,-0.106666459,2
2,0.403023821,0.458255279,14
1,0.431198531,-0.896365042,2
0,0.467995825,0.988715599,20
1,-0.422118027,0.296348824,1
0,0.119322125,0.277243271,18
1,0.017214951,-0.88593904,13
1,0.428796949,0.228731651,7
2,0.926393355,0.727654552,13
1,-0.444343022,-0.3126688,3
2,-0.077429539,0.032137691,14
1,0.642199536,0.861781744,2
3,-0.256574211,0.703092962,8
0,0.68249269,-0.273941184,8
0,0.51557098,0.182623459,16
0,0.081223166,0.889295888,14
0,0.973870354,0.298721496,3
0,-0.917576814,-0.418599264,3
2,0.831307505,-0.968882207,16
1,0.285059285,-0.618281123,20
1,0.919494138,0.308880888,2
1,0.783384072,-0.343138661,11
1,-0.980186212,0.906733709,1
3,-0.392967798,0.416956747,2
1,0.059050122,0.829998292,6
2,-0.79894802,-0.571346549,8
2,-0.180777607,-0.719298161,14
0,0.211774637,-0.310452163,3
0,-0.258811652,0.984159435,8
1,0.742636696,0.750752026,2
1,-0.208027112,0.057797982,5
0,-0.50423285,-0.960516172,8
1,0.605843336,0.55895541,19
0,-0.897942839,0.456951017,9
1,-0.442414583,0.133357127,14
2,0.154096005,-0.622364002,15
0,-0.311355968,-0.673347621,10
3,0.06538543,-0.708162944,5
1,0.846023681,0.952273501,6
0,-0.061257278,0.239178868,11
1,0.384161823,-0.697301939,19
0,0.994213423,-0.159583144,2
3,0.973074481,-0.25913723,12
1,0.742340253,-0.813750481,4
0,-0.799685356,0.40750954,9
2,0.266751831,0.766630138,18
2,-0.713257388,0.061102919,1
0,-0.430540972,0.492085658,1
2,0.052901054,0.265144634,8
0,0.857162318,-0.0915891,16
2,-0.61410894,-0.805707752,13
1,0.076794472,-0.524948306,5
1,-0.949088428,-0.842931583,4
1,-0.234506082,0.702332106,14
0,-0.993946216,-0.042051253,11
1,-0.377181225,0.197340854,14
2,0.451521246,0.998314056,1
0,0.301029613,0.660869692,4
1,-0.785281695,0.238504936,14
1,0.053001014,-0.762349091,10
2,0.399733207,-0.510564288,17
1,-0.267141924,-0.892680687,10
1,0.328233681,-0.261851927,12
2,-0.207423369,0.922635122,20
2,0.716012954,0.800295582,3
0,-0.881116711,-0.813725763,14
3,0.433145605,-0.614553097,18
1,0.514203321,0.145713573,7
2,-0.16485126,0.347161213,16
0,0.486918746,0.257098344,7
1,0.541041472,-0.173402674,1
1,0.210353611,0.089625635,8
1,-0.544424203,-0.64899402,8
1,0.078196339,0.299513472,12
2,-0.181566718,-0.889240222,14
0,-0.350397717,0.260598233,9
1,0.68823099,0.347285948,14
1,-0.783820551,0.84952369,5
1,-0.238645749,-0.589390765,16
3,0.99132711,0.340372722,13
0,-0.732101475,-0.788816877,20
3,-0.549947452,0.79312452,14
1,-0.26855261,-0.076576949,3
1,0.791645483,-0.46244901,5
0,0.072923613,0.024527028,9
1,0.44919402,-0.486904013,3
2,-0.270658006,0.153095136,5
1,0.57762168,0.351354412,5
1,-0.854528173,0.322440335,13
3,0.281476799,-0.158395529,2
0,-0.243387776,-0.177114217,7
1,-0.334626008,-0.016914715,5
0,0.561986221,-0.018100807,2
1,0.398683597,-0.44530304,16
1,-6.81E-05,-0.694688006,1
0,-0.463734849,-0.33568655,2
2,0.789578276,0.455932067,8
4,-0.313907821,-0.198933673,12
3,0.74102095,0.906912732,15
0,0.439924577,-0.181873535,6
1,-0.235100416,0.699400893,2
5,0.074883797,0.529908213,17
1,-0.559126067,0.671996053,13
1,0.969236755,0.288687804,4
2,0.102993849,0.324332156,7
1,-0.229597318,0.368336674,8
0,0.415667151,-0.536395661,12
1,-0.500306243,-0.633009015,5
1,-0.168281669,-0.056699094,10
1,-0.743479226,-0.753413142,11
0,0.920945307,-0.660494051,6
0,0.853843672,0.044577177,9
0,-0.402032856,0.746450516,9
3,0.587723541,-0.68424286,6
0,-0.749066705,-0.034768418,11
2,-0.957316001,-0.521166681,20
1,0.417769494,0.726779573,16
2,-0.63515878,0.807036913,14
3,-0.869178892,0.725246488,20
2,0.994306108,0.83796698,14
3,-0.657503161,-0.873088123,1
0,0.854618094,0.907865765,12
1,0.219728561,-0.218339067,7
5,0.973884324,-0.454471962,4
0,-0.643593819,-0.434643082,2
1,-0.514761782,0.87188525,4
0,-0.503287376,-0.283230815,20
0,-0.943448395,0.031393138,20
1,-0.120372848,0.397169204,4
1,0.815612644,0.444325053,5
0,0.260875693,0.879073864,3
2,0.48822377,0.378569196,3
4,-0.692130527,0.683630595,2
2,-0.579306099,0.136097906,7
1,0.514478631,0.553215695,16
1,-0.445537756,-0.717943134,4
1,-0.326688138,0.225100897,17
0,-0.315789449,0.111725695,8
2,-0.573040844,0.195425563,17
1,-0.529029991,-0.948763351,8
1,-0.843184079,-0.675870584,6
1,-0.612473558,0.706580664,13
2,-0.218975979,-0.730383427,15
1,0.831749148,0.581096218,18
1,-0.914385681,-0.829459451,11
1,-0.259715159,0.012102594,18
1,-0.653122219,-0.462118499,3
0,-0.880972913,-0.049805351,16
1,0.265652972,-0.865967134,14
2,0.928558933,0.272004232,11
2,0.588381635,-0.029566527,2
2,0.508783486,-0.611595328,12
0,-0.152807105,0.033826399,20
0,0.989532175,0.23698292,1
1,-0.033745896,0.181108566,8
2,0.39979051,-0.056373847,11
0,-0.697747858,-0.284500356,10
0,0.644637412,-0.448743058,10
0,0.116148446,-0.696225449,11
2,0.798721206,0.804682041,13
0,-0.159183055,0.926274507,16
0,0.690820144,0.914959861,12
2,-0.042841256,-0.765548033,13
1,-0.194511461,-0.66385493,8
0,-0.25434351,0.986972668,3
1,0.463575721,0.094245762,7
0,-0.051717557,0.959015897,1
0,0.274915914,0.019098094,18
0,-0.99853492,0.982868402,19
1,-0.069226872,-0.294669766,4
0,-0.732750103,0.078633411,8
1,0.124427574,0.454867913,9
0,-0.078329356,0.159351946,8
0,-0.814396516,0.795117398,13
3,-0.712744405,-0.265469295,14
2,0.39503534,-0.254791896,8
1,0.556814596,0.257224226,9
2,0.576344858,-0.15700916,2
2,0.415070015,-0.493040663,9
0,-0.609214858,-0.06951862,13
1,-0.321720663,0.926481203,8
0,-0.247419524,0.295633585,3
2,-0.531154138,-0.399110409,9
0,-0.265508366,0.187118272,10
0,-0.185748511,-0.068861383,7
3,0.97386325,0.759786018,8
1,-0.081996086,-0.306871465,9
4,0.209368537,0.505219664,8
1,-0.812893806,0.527495372,5
1,-0.488733036,0.413288799,4
1,-0.576844559,0.295839468,10
0,-0.627050067,-0.931772435,8
2,-0.835456586,0.301187137,14
2,0.042512743,-0.648469596,8
1,-0.595979307,0.058468782,5
1,-0.702035212,0.973748224,6
